playerID,sportCode,team_id,team_abbrev,team_name,positionCode,firstName,lastName,dateOfBirth,height,weight,number,college,birthCountry,birthCityState,draftYear,playerID,wins,majors,drivingDistance,scoringAverage,eventsPlayed,cutsMade
5054388,PGA,1106,PGA,PGA Tour,G,Jacob,Bridgeman,1999-12-06,70,170,NULL,NULL,USA,"Inman, South Carolina",2022,5054388,1.0,0.0,NULL,69.4871826171875,20.0,19.0
9843,PGA,1106,PGA,PGA Tour,G,Jake,Knapp,1994-05-31,72,190,NULL,NULL,USA,"Costa Mesa, California",2016,9843,0.0,0.0,317.79998779296875,68.94000244140625,15.0,10.0
110,PGA,1106,PGA,PGA Tour,G,Jason,Dufner,1977-03-24,70,180,NULL,NULL,USA,"Cleveland, Ohio",2001,110,0.0,0.0,NULL,NULL,0.0,0.0
4699329,PGA,1106,PGA,PGA Tour,G,Jesper,Svensson,1996-03-14,75,NULL,NULL,NULL,Sweden,Uppsala,2019,4699329,0.0,0.0,319.3999938964844,70.0,15.0,7.0
10990,PGA,1106,PGA,PGA Tour,G,Jimmy,Stanger,1995-03-23,70,165,NULL,NULL,USA,"Tampa, Florida",2017,10990,0.0,0.0,313.1000061035156,70.3,17.0,7.0
446,PGA,1106,PGA,PGA Tour,G,Jimmy,Walker,1979-01-16,74,180,NULL,NULL,USA,"Oklahoma City, Oklahoma",2001,446,0.0,0.0,NULL,NULL,0.0,0.0
4671,PGA,1106,PGA,PGA Tour,G,John,Parry,1986-11-17,67,141,NULL,NULL,England,Harrogate,2013,4671,0.0,0.0,NULL,69.9,20.0,15.0
5217048,PGA,1106,PGA,PGA Tour,G,Johnny,Keefer,NULL,71,NULL,NULL,NULL,USA,"Baltimore, Maryland",2024,5217048,0.0,0.0,319.3999938964844,70.1,23.0,15.0
508,PGA,1106,PGA,PGA Tour,G,Jonathan,Byrd,1978-01-27,69,165,NULL,NULL,USA,"Anderson, South Carolina",2000,508,0.0,NULL,NULL,NULL,6.0,4.0
9506,PGA,1106,PGA,PGA Tour,G,Jordan,Smith,1992-11-09,70,168,NULL,NULL,England,Bath,2017,9506,0.0,0.0,312.1000061035156,69.56060791015625,20.0,14.0
5467,PGA,1106,PGA,PGA Tour,G,Jordan,Spieth,1993-07-27,73,175,NULL,NULL,USA,"Dallas, Texas",2010,5467,0.0,0.0,311.0,70.2,20.0,17.0
329,PGA,1106,PGA,PGA Tour,G,José María,Olazábal,1966-02-05,70,160,NULL,NULL,Spain,Fuenterrabia,1984,329,0.0,0.0,NULL,NULL,0.0,0.0
199,PGA,1106,PGA,PGA Tour,G,Justin,Hicks,1974-10-28,75,220,NULL,NULL,USA,"Wyandotte, Michigan",2001,199,0.0,NULL,NULL,NULL,0.0,0.0
569,PGA,1106,PGA,PGA Tour,G,Justin,Rose,1980-07-30,75,195,NULL,NULL,England,Johannesburg,1998,569,1.0,0.0,NULL,70.1,15.0,10.0
4848,PGA,1106,PGA,PGA Tour,G,Justin,Thomas,1993-04-29,70,160,NULL,NULL,USA,"Goshen, Kentucky",2009,4848,0.0,0.0,NULL,70.3,14.0,13.0
4513,PGA,1106,PGA,PGA Tour,G,Keegan,Bradley,1986-06-07,75,190,NULL,NULL,USA,"Woodstock, Vermont",2011,4513,0.0,0.0,311.0,70.3,19.0,15.0
4699418,PGA,1106,PGA,PGA Tour,G,Keita,Nakajima,2000-06-24,70,160,NULL,NULL,Japan,Saitama,2022,4699418,0.0,0.0,310.79998779296875,69.34091186523438,15.0,8.0
8906,PGA,1106,PGA,PGA Tour,G,Keith,Mitchell,1992-01-07,73,185,NULL,NULL,USA,"Chattanooga, Tennessee",2013,8906,0.0,0.0,314.1000061035156,69.40540313720703,21.0,17.0
4349547,PGA,1106,PGA,PGA Tour,G,Kevin,Yu,1998-08-11,NULL,NULL,NULL,NULL,Chinese Taipei,NULL,2026,4349547,0.0,NULL,NULL,69.77192687988281,19.0,10.0
4348470,PGA,1106,PGA,PGA Tour,G,Kristoffer,Reitan,1998-03-08,NULL,NULL,NULL,NULL,Norway,Oslo,2018,4348470,1.0,0.0,313.29998779296875,70.4,19.0,13.0
4351896,PGA,1106,PGA,PGA Tour,G,Kristoffer,Ventura,1995-02-24,75,180,NULL,NULL,Norway,NULL,2026,4351896,0.0,NULL,311.29998779296875,69.55813598632812,17.0,5.0
10364,PGA,1106,PGA,PGA Tour,G,Kurt,Kitayama,1993-01-14,67,170,NULL,NULL,USA,"Chico, California",2015,10364,0.0,0.0,313.5,69.72602844238281,19.0,17.0
4404991,PGA,1106,PGA,PGA Tour,G,Lee,Hodges,1995-06-14,72,187,NULL,NULL,USA,"Huntsville, Alabama",2018,4404991,0.0,NULL,NULL,69.62744903564453,17.0,9.0
676,PGA,1106,PGA,PGA Tour,G,Lucas,Glover,1979-11-12,74,195,NULL,NULL,USA,"Greenville, South Carolina",2001,676,0.0,0.0,NULL,70.8,19.0,11.0
4375972,PGA,1106,PGA,PGA Tour,G,Ludvig,Åberg,1999-10-31,75,NULL,NULL,NULL,Sweden,Eslov,2023,4375972,0.0,0.0,316.3999938964844,69.48387145996094,17.0,14.0
601,PGA,1106,PGA,PGA Tour,G,Luke,Donald,1977-12-07,69,165,NULL,NULL,England,Hempstead,1999,601,0.0,0.0,NULL,NULL,1.0,1.0
4791222,PGA,1106,PGA,PGA Tour,G,Mac,Meissner,1999-02-08,75,180,NULL,NULL,USA,"Charleston, South Carolina",2026,4791222,0.0,NULL,NULL,69.2727279663086,20.0,14.0
6931,PGA,1106,PGA,PGA Tour,G,Mackenzie,Hughes,1990-11-23,73,180,NULL,NULL,Canada,"Dundas, Ontario",2012,6931,0.0,NULL,NULL,69.68852233886719,19.0,12.0
4585549,PGA,1106,PGA,PGA Tour,G,Marco,Penge,1998-05-15,73,NULL,NULL,NULL,England,Crawley,2017,4585549,0.0,0.0,324.3999938964844,70.9,15.0,8.0
9037,PGA,1106,PGA,PGA Tour,G,Matt,Fitzpatrick,1994-09-01,70,155,NULL,NULL,England,Sheffield,2013,9037,3.0,0.0,NULL,69.06060791015625,18.0,16.0
257,PGA,1106,PGA,PGA Tour,G,Matt,Kuchar,1978-06-21,76,195,NULL,NULL,USA,"Winter Park, Florida",1998,257,0.0,NULL,NULL,NULL,14.0,7.0
4901368,PGA,1106,PGA,PGA Tour,G,Matt,McCarty,1997-12-11,72,165,NULL,NULL,USA,"Scottsdale, Arizona",2021,4901368,0.0,0.0,NULL,70.4,23.0,14.0
10548,PGA,1106,PGA,PGA Tour,G,Matt,Wallace,1990-04-12,73,187,NULL,NULL,England,Watford,2017,10548,0.0,0.0,NULL,69.80000305175781,17.0,11.0
9530,PGA,1106,PGA,PGA Tour,G,Maverick,McNealy,1995-11-07,73,170,NULL,NULL,USA,"Stanford, California",2014,9530,0.0,0.0,310.79998779296875,69.8,18.0,16.0
11101,PGA,1106,PGA,PGA Tour,G,Max,Greyserman,1995-05-31,70,175,NULL,NULL,USA,"Short Hills, New Jersey",2017,11101,0.0,0.0,313.79998779296875,70.2,22.0,12.0
8973,PGA,1106,PGA,PGA Tour,G,Max,Homa,1990-11-19,73,180,NULL,NULL,USA,"Burbank, California",2013,8973,0.0,0.0,311.1000061035156,70.1,19.0,14.0
4921329,PGA,1106,PGA,PGA Tour,G,Michael,Brennan,2002-02-09,NULL,NULL,NULL,NULL,USA,"Leesburg, Virginia",2024,4921329,0.0,0.0,326.1000061035156,70.0,22.0,16.0
8974,PGA,1106,PGA,PGA Tour,G,Michael,Kim,1993-07-14,71,165,NULL,NULL,USA,Seoul,2013,8974,0.0,0.0,NULL,70.3,23.0,16.0
4425904,PGA,1106,PGA,PGA Tour,G,Michael,Thorbjornsen,2001-09-16,NULL,NULL,NULL,NULL,USA,"Cleveland, Ohio",2026,4425904,1.0,0.0,313.29998779296875,69.67692565917969,20.0,13.0
453,PGA,1106,PGA,PGA Tour,G,Mike,Weir,1970-05-12,69,155,NULL,NULL,Canada,"Brights Grove, Ontario",1989,453,0.0,0.0,NULL,NULL,0.0,0.0
4410932,PGA,1106,PGA,PGA Tour,G,Min Woo,Lee,1998-07-27,72,165,NULL,NULL,Australia,"Perth, Western Australia",2019,4410932,0.0,0.0,320.8999938964844,69.56451416015625,17.0,14.0
5209442,PGA,1106,PGA,PGA Tour,G,Neal,Shipley,2000-12-23,75,NULL,NULL,NULL,USA,"Pittsburgh, Pennsylvania",2026,5209442,0.0,0.0,310.20001220703125,70.5,19.0,7.0
3792,PGA,1106,PGA,PGA Tour,G,Nick,Taylor,1988-04-14,72,170,NULL,NULL,Canada,"Winnipeg, Manitoba",2008,3792,0.0,0.0,NULL,70.0,21.0,19.0
4408316,PGA,1106,PGA,PGA Tour,G,Nico,Echavarria,1994-08-04,72,165,NULL,NULL,Colombia,Medellin,2017,4408316,1.0,0.0,NULL,71.0,21.0,13.0
11250,PGA,1106,PGA,PGA Tour,G,Nicolai,Højgaard,2001-03-12,74,193,NULL,NULL,Denmark,Billund,2019,11250,0.0,0.0,323.8999938964844,69.8,19.0,14.0
186,PGA,1106,PGA,PGA Tour,G,Padraig,Harrington,1971-08-31,73,196,NULL,NULL,Ireland,Dublin,1996,186,0.0,0.0,NULL,NULL,5.0,1.0
6007,PGA,1106,PGA,PGA Tour,G,Patrick,Cantlay,1992-03-17,72,190,NULL,NULL,USA,"Long Beach, California",2011,6007,0.0,0.0,NULL,69.43333435058594,17.0,13.0
6825,PGA,1106,PGA,PGA Tour,G,Patrick,Rodgers,1992-06-30,74,185,NULL,NULL,USA,"Avon, Indiana",2012,6825,0.0,0.0,NULL,70.8,21.0,16.0
4837368,PGA,1106,PGA,PGA Tour,G,Pierceson,Coody,2000-01-07,69,175,NULL,NULL,USA,"Plano, Texas",2026,4837368,0.0,0.0,318.6000061035156,70.0,23.0,15.0
4375977,PGA,1106,PGA,PGA Tour,G,Pontus,Nyholm,1998-02-10,75,215,NULL,NULL,Sweden,NULL,2026,4375977,0.0,NULL,315.1000061035156,70.3,19.0,8.0
11253,PGA,1106,PGA,PGA Tour,G,Rasmus,Højgaard,2001-03-12,NULL,NULL,NULL,NULL,Denmark,Billund,2019,11253,0.0,0.0,322.3999938964844,70.1,17.0,12.0
3702,PGA,1106,PGA,PGA Tour,G,Rickie,Fowler,1988-12-13,69,150,NULL,NULL,USA,"Anaheim, California",2008,3702,0.0,0.0,NULL,69.51515197753906,19.0,14.0
4691931,PGA,1106,PGA,PGA Tour,G,Ricky,Castillo,2001-08-28,73,160,NULL,NULL,USA,NULL,2026,4691931,1.0,0.0,NULL,69.74242401123047,17.0,16.0
11385,PGA,1106,PGA,PGA Tour,G,Rico,Hoey,1995-09-19,70,205,NULL,NULL,Philippines,Manila,2017,11385,0.0,0.0,NULL,70.2,22.0,16.0
11378,PGA,1106,PGA,PGA Tour,G,Robert,MacIntyre,1996-08-03,71,NULL,NULL,NULL,Scotland,Oban,2017,11378,0.0,0.0,NULL,69.45454406738281,18.0,15.0
3470,PGA,1106,PGA,PGA Tour,G,Rory,McIlroy,1989-05-04,70,160,NULL,NULL,Northern Ireland,Holywood,2007,3470,1.0,1.0,NULL,NULL,11.0,10.0
5409,PGA,1106,PGA,PGA Tour,G,Russell,Henley,1989-04-12,72,180,NULL,NULL,USA,"Macon, Georgia",2010,5409,1.0,0.0,NULL,69.38710021972656,17.0,14.0
4251,PGA,1106,PGA,PGA Tour,G,Ryan,Fox,1987-01-22,73,NULL,NULL,NULL,New Zealand,Auckland,2015,4251,1.0,1.0,313.0,69.9,16.0,14.0
5076021,PGA,1106,PGA,PGA Tour,G,Ryan,Gerard,1999-08-02,NULL,NULL,NULL,NULL,USA,"Raleigh, North Carolina",2022,5076021,0.0,0.0,NULL,69.43589782714844,22.0,18.0
4858572,PGA,1106,PGA,PGA Tour,G,Ryo,Hisatsune,2002-09-09,69,165,NULL,NULL,Japan,Okayama,2020,4858572,0.0,0.0,NULL,69.9,22.0,21.0
10980,PGA,1106,PGA,PGA Tour,G,Sahith,Theegala,1997-12-04,75,200,NULL,NULL,USA,"Orange, California",2017,10980,0.0,0.0,NULL,69.9,22.0,20.0
9938,PGA,1106,PGA,PGA Tour,G,Sam,Burns,1996-07-23,73,185,NULL,NULL,USA,"Shreveport, Louisiana",2017,9938,0.0,0.0,313.8999938964844,69.2741928100586,17.0,14.0
4426181,PGA,1106,PGA,PGA Tour,G,Sam,Stevens,1996-07-04,73,190,NULL,NULL,USA,"Fort Worth, Texas",2018,4426181,0.0,0.0,310.70001220703125,70.3,23.0,17.0
9478,PGA,1106,PGA,PGA Tour,G,Scottie,Scheffler,1996-06-21,75,200,NULL,NULL,USA,"Dallas, Texas",2014,9478,1.0,0.0,311.0,68.07575988769531,17.0,16.0
8961,PGA,1106,PGA,PGA Tour,G,Sepp,Straka,1993-05-01,75,235,NULL,NULL,Austria,Vienna,2018,8961,0.0,0.0,NULL,70.9,17.0,12.0
158,PGA,1106,PGA,PGA Tour,G,Sergio,García,1980-01-09,70,180,NULL,NULL,Spain,Castellon,1996,158,0.0,0.0,NULL,NULL,0.0,1.0
4587,PGA,1106,PGA,PGA Tour,G,Shane,Lowry,1987-04-02,73,216,NULL,NULL,Ireland,Clara,2009,4587,0.0,0.0,NULL,69.71428680419922,17.0,12.0
307,PGA,1106,PGA,PGA Tour,G,Shaun,Micheel,1969-01-05,72,185,NULL,NULL,USA,"Orlando, Florida",1992,307,0.0,0.0,NULL,NULL,0.0,0.0
7081,PGA,1106,PGA,PGA Tour,G,Si Woo,Kim,1995-06-28,71,182,NULL,NULL,South Korea,Seoul,2013,7081,0.0,0.0,NULL,69.06097412109375,21.0,20.0
10231,PGA,1106,PGA,PGA Tour,G,Stefano,Mazzoli,1996-12-27,NULL,NULL,NULL,NULL,Italy,NULL,2016,10231,1.0,NULL,NULL,NULL,4.0,1.0
6937,PGA,1106,PGA,PGA Tour,G,Stephan,Jaeger,1989-05-30,69,170,NULL,NULL,Germany,Munich,2012,6937,0.0,0.0,312.3999938964844,69.75806427001953,20.0,12.0
4426182,PGA,1106,PGA,PGA Tour,G,Steven,Fisk,1997-04-17,70,175,NULL,NULL,USA,NULL,2026,4426182,1.0,0.0,310.6000061035156,69.9,19.0,11.0
78,PGA,1106,PGA,PGA Tour,G,Stewart,Cink,1973-05-21,76,205,NULL,NULL,USA,"Huntsville, Alabama",1995,78,0.0,0.0,NULL,NULL,0.0,0.0
5143175,PGA,1106,PGA,PGA Tour,G,Sudarshan,Yellamaraju,NULL,NULL,NULL,NULL,NULL,Canada,NULL,2026,5143175,0.0,0.0,313.5,69.9,22.0,14.0
10664,PGA,1106,PGA,PGA Tour,G,Taylor,Moore,1993-07-28,69,160,NULL,NULL,USA,"San Angelo, Texas",2016,10664,0.0,NULL,312.0,70.0,16.0,10.0
9658,PGA,1106,PGA,PGA Tour,G,Taylor,Pendrith,1991-05-30,74,200,NULL,NULL,Canada,"Richmond Hill, Ontario",2019,9658,0.0,0.0,313.3999938964844,70.3,23.0,14.0
6086,PGA,1106,PGA,PGA Tour,G,Tom,Hoge,1989-05-25,73,175,NULL,NULL,USA,"Statesville, North Carolina",2011,6086,0.0,0.0,NULL,70.4,24.0,15.0
4602673,PGA,1106,PGA,PGA Tour,G,Tom,Kim,2002-06-21,72,NULL,NULL,NULL,South Korea,Seoul,2018,4602673,1.0,0.0,NULL,69.17646789550781,19.0,16.0
5539,PGA,1106,PGA,PGA Tour,G,Tommy,Fleetwood,1991-01-19,71,168,NULL,NULL,England,Southport,2010,5539,0.0,0.0,NULL,69.30644989013672,16.0,15.0
2230,PGA,1106,PGA,PGA Tour,G,Tony,Finau,1989-09-14,76,200,NULL,NULL,USA,"Salt Lake City, Utah",2007,2230,0.0,NULL,311.3999938964844,70.1,21.0,15.0
392,PGA,1106,PGA,PGA Tour,G,Vijay,Singh,1963-02-22,74,208,NULL,NULL,Fiji,Lautoka,1989,392,0.0,0.0,NULL,NULL,2.0,1.0
4364873,PGA,1106,PGA,PGA Tour,G,Viktor,Hovland,1997-09-18,70,165,NULL,NULL,Norway,Oslo,2019,4364873,1.0,0.0,NULL,69.69642639160156,16.0,12.0
5076025,PGA,1106,PGA,PGA Tour,G,William,Mouw,2000-09-05,72,165,NULL,NULL,USA,"Upland, California",2026,5076025,0.0,0.0,310.6000061035156,70.0,19.0,11.0
11119,PGA,1106,PGA,PGA Tour,G,Wyndham,Clark,1993-12-09,72,172,NULL,NULL,USA,"Denver, Colorado",2017,11119,2.0,1.0,311.6000061035156,69.2727279663086,20.0,14.0
10140,PGA,1106,PGA,PGA Tour,G,Xander,Schauffele,1993-10-25,70,175,NULL,NULL,USA,"La Jolla, California",2015,10140,0.0,0.0,318.1000061035156,69.515625,17.0,15.0
10030,PGA,1106,PGA,PGA Tour,G,Zach,Bauchou,1995-12-28,NULL,NULL,NULL,NULL,USA,NULL,2026,10030,0.0,NULL,NULL,69.51515197753906,20.0,14.0
8889,PGA,1106,PGA,PGA Tour,G,Zecheng,Dou,1997-01-22,69,154,NULL,NULL,China,Henan,2015,8889,0.0,NULL,311.0,69.66666412353516,20.0,11.0
65,PGA,1106,PGA,PGA Tour,G,Ángel,Cabrera,1969-09-12,73,210,NULL,NULL,Argentina,Cordoba,1997,65,0.0,0.0,NULL,NULL,0.0,0.0
