playerID,sportCode,team_id,team_abbrev,team_name,positionCode,firstName,lastName,dateOfBirth,height,weight,number,college,birthCountry,birthCityState,draftYear,playerID,bats,throws,battingAverage,homeRuns,ERA
35009,MLB,29,ARI,Diamondbacks,RP,Paul,Sewald,1990-05-26,"6' 3""",219.0,38,San Diego,United States,"Las Vegas, NV",2017,35009,R,R,NULL,NULL,NULL
38628,MLB,29,ARI,Diamondbacks,RP,Ryan,Thompson,1992-06-26,"6' 5""",210.0,81,NULL,United States,"Turner, OR",2020,38628,R,R,NULL,NULL,NULL
32046,MLB,29,ARI,Diamondbacks,C,James,McCann,1990-06-13,"6' 2""",235.0,8,Arkansas,United States,"Santa Barbara, CA",2014,32046,R,R,NULL,NULL,NULL
42464,MLB,29,ARI,Diamondbacks,C,Gabriel,Moreno,2000-02-14,"5' 9""",195.0,14,NULL,Venezuela,Barquisimeto,2022,42464,R,R,NULL,NULL,NULL
31261,MLB,29,ARI,Diamondbacks,3B,Nolan,Arenado,1991-04-16,"6' 2""",215.0,28,NULL,United States,"Newport Beach, CA",2013,31261,R,R,NULL,NULL,NULL
32512,MLB,29,ARI,Diamondbacks,2B,Ketel,Marte,1993-10-12,"6' 0""",210.0,4,NULL,Dominican Republic,Nizao,2015,32512,B,R,NULL,NULL,NULL
41355,MLB,29,ARI,Diamondbacks,SS,Geraldo,Perdomo,1999-10-22,"6' 2""",203.0,2,NULL,Dominican Republic,Santo Domingo,2021,41355,B,R,NULL,NULL,NULL
32985,MLB,29,ARI,Diamondbacks,1B,Ildemaro,Vargas,1991-07-16,"5' 11""",202.0,6,NULL,Venezuela,Caripito,2017,32985,B,R,NULL,NULL,NULL
41259,MLB,29,ARI,Diamondbacks,CF,Jorge,Barrosa,2001-02-17,"5' 6""",165.0,1,NULL,Venezuela,Puerto Cabello,2024,41259,B,L,NULL,NULL,NULL
42404,MLB,29,ARI,Diamondbacks,RF,Corbin,Carroll,2000-08-21,"5' 10""",165.0,7,NULL,United States,"Seattle, WA",2022,42404,L,L,NULL,NULL,NULL
36040,MLB,29,ARI,Diamondbacks,LF,Lourdes,Gurriel Jr.,1993-10-10,"6' 3""",215.0,12,NULL,Cuba,Sancti Spíritus,2018,36040,R,R,NULL,NULL,NULL
31870,MLB,29,ARI,Diamondbacks,LF,Max,Kepler,1993-02-10,"6' 4""",225.0,22,NULL,Germany,Berlin,2015,31870,L,L,NULL,NULL,NULL
4345192,MLB,29,ARI,Diamondbacks,LF,Tim,Tawa,1999-04-07,"5' 11""",196.0,13,Stanford,United States,"West Linn, OR",2025,4345192,R,R,NULL,NULL,NULL
4837403,MLB,29,ARI,Diamondbacks,LF,Tommy,Troy,2002-01-17,"5' 9""",197.0,9,Stanford,United States,"San Jose, CA",2026,4837403,R,R,NULL,NULL,NULL
5129344,MLB,29,ARI,Diamondbacks,CF,Ryan,Waldschmidt,2002-10-07,"6' 0""",205.0,15,Kentucky,United States,"Sarasota, FL",2026,5129344,R,R,NULL,NULL,NULL
42211,MLB,11,ATH,Athletics,RP,Elvis,Alvarado,1999-02-23,"6' 6""",253.0,37,NULL,Dominican Republic,Sabaneta,2025,42211,R,R,NULL,NULL,NULL
4620704,MLB,11,ATH,Athletics,RP,Mason,Barnett,2000-11-07,"6' 0""",218.0,63,NULL,United States,"Kennesaw, GA",2025,4620704,R,R,NULL,NULL,NULL
40934,MLB,11,ATH,Athletics,SP,Aaron,Civale,1995-06-12,"6' 1""",245.0,45,NULL,United States,"East Windsor, CT",2019,40934,R,R,NULL,NULL,NULL
4414002,MLB,11,ATH,Athletics,SP,J.T.,Ginn,1999-05-20,"6' 2""",200.0,35,Mississippi State,United States,"Flowood, MS",2024,4414002,R,R,NULL,NULL,NULL
41364,MLB,11,ATH,Athletics,RP,Hogan,Harris,1996-12-26,"6' 3""",230.0,36,Lafayette,United States,"Lafayette, LA",2023,41364,R,L,NULL,NULL,NULL
5023852,MLB,11,ATH,Athletics,SP,Gage,Jump,2003-04-12,"6' 0""",200.0,61,NULL,United States,"Aliso Viejo, CA",2026,5023852,L,L,NULL,NULL,NULL
36202,MLB,11,ATH,Athletics,RP,Mark,Leiter Jr.,1991-03-13,"6' 0""",210.0,38,NJIT,United States,"Fort Lauderdale, FL",2017,36202,R,R,NULL,NULL,NULL
42239,MLB,11,ATH,Athletics,SP,Jacob,Lopez,1998-03-11,"6' 4""",220.0,57,NULL,United States,"Granada Hills, CA",2023,42239,L,L,NULL,NULL,NULL
40949,MLB,11,ATH,Athletics,RP,Luis,Medina,1999-05-03,"6' 1""",175.0,46,NULL,Dominican Republic,Nagua,2023,40949,R,R,NULL,NULL,NULL
4418686,MLB,11,ATH,Athletics,RP,Jack,Perkins,1999-12-26,"6' 1""",220.0,50,Indiana,United States,"Kokomo, IN",2025,4418686,R,R,NULL,NULL,NULL
35397,MLB,11,ATH,Athletics,SP,Jeffrey,Springs,1992-09-20,"6' 3""",218.0,59,App State,United States,"Belmont, NC",2018,35397,L,L,NULL,NULL,NULL
4307467,MLB,11,ATH,Athletics,RP,Justin,Sterner,1996-08-29,"6' 1""",215.0,60,BYU,United States,"La Jolla, CA",2024,4307467,R,R,NULL,NULL,NULL
40981,MLB,11,ATH,Athletics,RP,Jose,Suarez,1998-01-03,"5' 10""",225.0,54,NULL,Venezuela,Naguanagua,2019,40981,L,L,NULL,NULL,NULL
33842,MLB,11,ATH,Athletics,C,Jonah,Heim,1995-06-27,"6' 4""",220.0,15,NULL,United States,"Buffalo, NY",2020,33842,B,R,NULL,NULL,NULL
42598,MLB,11,ATH,Athletics,C,Shea,Langeliers,1997-11-18,"5' 11""",205.0,23,Baylor,United States,"Portland, OR",2022,42598,R,R,NULL,NULL,NULL
41441,MLB,11,ATH,Athletics,C,Brian,Serven,1995-05-05,"6' 0""",207.0,10,NULL,United States,"Palm Desert, CA",2022,41441,R,R,NULL,NULL,NULL
5023768,MLB,11,ATH,Athletics,SS,Joshua,Kuroda-Grauer,2003-01-31,"5' 10""",205.0,44,NULL,United States,"New Brunswick, NJ",2026,5023768,R,R,NULL,NULL,NULL
33900,MLB,11,ATH,Athletics,2B,Jeff,McNeil,1992-04-08,"6' 0""",195.0,22,Long Beach State,United States,"Santa Barbara, CA",2018,33900,L,R,NULL,NULL,NULL
34534,MLB,11,ATH,Athletics,1B,Joey,Meneses,1992-05-06,"6' 4""",235.0,13,NULL,Mexico,Culiacan,2022,34534,R,R,NULL,NULL,NULL
4424289,MLB,11,ATH,Athletics,SS,Alika,Williams,1999-03-12,"6' 1""",183.0,12,Arizona State,United States,"San Diego, CA",2023,4424289,R,R,NULL,NULL,NULL
4719300,MLB,11,ATH,Athletics,SS,Jacob,Wilson,2002-03-30,"6' 2""",190.0,5,Grand Canyon,United States,"Los Angeles, CA",2024,4719300,R,R,NULL,NULL,NULL
5080756,MLB,11,ATH,Athletics,CF,Henry,Bolte,2003-08-04,"6' 3""",195.0,33,NULL,United States,"San Francisco, CA",2026,5080756,R,R,NULL,NULL,NULL
4917919,MLB,11,ATH,Athletics,RF,Lawrence,Butler,2000-07-10,"6' 3""",210.0,4,NULL,United States,"Burlington, NJ",2023,4917919,L,R,NULL,NULL,NULL
41595,MLB,11,ATH,Athletics,RF,Carlos,Cortes,1997-06-30,"5' 7""",197.0,26,NULL,United States,"Orlando, FL",2025,41595,L,B,NULL,NULL,NULL
4686066,MLB,11,ATH,Athletics,LF,Tyler,Soderstrom,2001-11-24,"6' 2""",200.0,21,NULL,United States,"Turlock, CA",2023,4686066,L,R,NULL,NULL,NULL
4662616,MLB,11,ATH,Athletics,RF,Colby,Thomas,2001-01-26,"5' 10""",190.0,32,NULL,United States,"Valdosta, GA",2025,4662616,R,R,NULL,NULL,NULL
4416462,MLB,15,ATL,Braves,RP,Dylan,Dodd,1998-06-06,"6' 2""",210.0,46,Southeast Missouri State,United States,"Danville, IL",2023,4416462,L,L,NULL,NULL,NULL
4301067,MLB,15,ATL,Braves,SP,Bryce,Elder,1999-05-19,"6' 2""",220.0,55,Texas,United States,"Decatur, TX",2022,4301067,R,R,NULL,NULL,NULL
5291189,MLB,15,ATL,Braves,RP,Didier,Fuentes,2005-06-17,"6' 0""",170.0,72,NULL,Colombia,Tolu Sucre,2025,5291189,R,R,NULL,NULL,NULL
33840,MLB,15,ATL,Braves,SP,Grant,Holmes,1996-03-22,"6' 0""",226.0,66,NULL,United States,"Conway, SC",2024,33840,L,R,NULL,NULL,NULL
33618,MLB,15,ATL,Braves,RP,Raisel,Iglesias,1990-01-04,"6' 2""",190.0,26,NULL,Cuba,Isla de la Juventud,2015,33618,R,R,NULL,NULL,NULL
34166,MLB,15,ATL,Braves,RP,Tyler,Kinley,1991-01-31,"6' 4""",220.0,45,Barry,United States,"Plantation, FL",2018,34166,R,R,NULL,NULL,NULL
41455,MLB,15,ATL,Braves,RP,Dylan,Lee,1994-08-01,"6' 3""",214.0,52,Fresno State,United States,"Dinuba, CA",2021,41455,L,L,NULL,NULL,NULL
33860,MLB,15,ATL,Braves,RP,Reynaldo,Lopez,1994-01-04,"6' 1""",225.0,40,NULL,Dominican Republic,San Pedro de Macoris,2016,33860,R,R,NULL,NULL,NULL
4683391,MLB,15,ATL,Braves,RP,Victor,Mederos,2001-06-08,"6' 2""",222.0,58,NULL,Cuba,"Santa Clara, FL",2023,4683391,R,R,NULL,NULL,NULL
5080750,MLB,15,ATL,Braves,SP,Owen,Murphy,2003-09-27,"6' 1""",190.0,73,NULL,United States,"Chicago, IL",2026,5080750,R,R,NULL,NULL,NULL
5080757,MLB,15,ATL,Braves,SP,JR,Ritchie,2003-06-26,"6' 2""",185.0,60,NULL,United States,"Seattle, WA",2026,5080757,R,R,NULL,NULL,NULL
30948,MLB,15,ATL,Braves,SP,Chris,Sale,1989-03-30,"6' 6""",180.0,51,Florida Gulf Coast,United States,"Lakeland, FL",2010,30948,L,L,NULL,NULL,NULL
40903,MLB,15,ATL,Braves,RP,Danny,Young,1994-05-27,"6' 3""",200.0,63,Florida,United States,"Boynton Beach, FL",2022,40903,L,L,NULL,NULL,NULL
4810190,MLB,15,ATL,Braves,C,Drake,Baldwin,2001-03-28,"6' 0""",225.0,30,Missouri State,United States,"Madison, WI",2025,4810190,L,R,NULL,NULL,NULL
41168,MLB,15,ATL,Braves,C,Joey,Bart,1996-12-15,"6' 2""",242.0,16,Georgia Tech,United States,"Buford, GA",2020,41168,R,R,NULL,NULL,NULL
33783,MLB,15,ATL,Braves,2B,Ozzie,Albies,1997-01-07,"5' 7""",165.0,1,NULL,Curacao,Willemstad,2017,33783,B,R,NULL,NULL,NULL
5205951,MLB,15,ATL,Braves,SS,Jim,Jarvis,2000-11-06,"5' 9""",190.0,74,NULL,United States,"San Diego, CA",2026,5205951,L,R,NULL,NULL,NULL
33832,MLB,15,ATL,Braves,SS,Jorge,Mateo,1995-06-23,"6' 0""",200.0,2,NULL,Dominican Republic,Santo Domingo,2020,33832,R,R,NULL,NULL,NULL
32767,MLB,15,ATL,Braves,1B,Matt,Olson,1994-03-29,"6' 4""",225.0,28,NULL,United States,"Atlanta, GA",2016,32767,L,R,NULL,NULL,NULL
34982,MLB,15,ATL,Braves,3B,Austin,Riley,1997-04-02,"6' 1""",225.0,27,NULL,United States,"Memphis, TN",2019,34982,R,R,NULL,NULL,NULL
35304,MLB,15,ATL,Braves,LF,Mauricio,Dubon,1994-07-19,"5' 11""",173.0,14,NULL,Honduras,San Pedro Sula,2019,35304,R,R,NULL,NULL,NULL
42470,MLB,15,ATL,Braves,CF,Michael,Harris II,2001-03-07,"5' 11""",195.0,23,NULL,United States,"DeKalb, GA",2022,42470,L,L,NULL,NULL,NULL
41378,MLB,15,ATL,Braves,CF,Brewer,Hicklen,1996-02-09,"6' 2""",215.0,53,UAB,United States,"Huntsville, AL",2022,41378,R,R,NULL,NULL,NULL
39963,MLB,15,ATL,Braves,RF,Eli,White,1994-06-26,"6' 2""",195.0,36,Clemson,United States,"Greenville, SC",2020,39963,R,R,NULL,NULL,NULL
33287,MLB,15,ATL,Braves,DH,Kyle,Farmer,1990-08-17,"5' 11""",205.0,15,Georgia,United States,"Atlanta, GA",2017,33287,R,R,NULL,NULL,NULL
33218,MLB,15,ATL,Braves,DH,Dominic,Smith,1995-06-15,"5' 11""",224.0,8,NULL,United States,"Los Angeles, CA",2017,33218,L,L,NULL,NULL,NULL
39639,MLB,1,BAL,Orioles,SP,Shane,Baz,1999-06-17,"6' 3""",200.0,34,NULL,United States,"Houston, TX",2021,39639,R,R,NULL,NULL,NULL
4311625,MLB,1,BAL,Orioles,SP,Kyle,Bradish,1996-09-12,"6' 3""",215.0,38,New Mexico State,United States,"Peoria, AZ",2022,4311625,R,R,NULL,NULL,NULL
35536,MLB,1,BAL,Orioles,RP,Yennier,Cano,1994-03-09,"6' 4""",245.0,78,NULL,Cuba,Havana,2022,35536,R,R,NULL,NULL,NULL
41382,MLB,1,BAL,Orioles,RP,Rico,Garcia,1994-01-10,"5' 9""",215.0,50,Hawaiʻi Pacific,United States,"Honolulu, HI",2019,41382,R,R,NULL,NULL,NULL
35872,MLB,1,BAL,Orioles,RP,Andrew,Kittredge,1990-03-17,"6' 1""",235.0,39,Washington,United States,"Spokane, WA",2017,35872,R,R,NULL,NULL,NULL
38295,MLB,1,BAL,Orioles,SP,Dean,Kremer,1996-01-07,"6' 2""",210.0,64,NULL,United States,"Stockton, CA",2020,38295,R,R,NULL,NULL,NULL
5275196,MLB,1,BAL,Orioles,RP,Anthony,Nunez,2001-07-10,"6' 2""",220.0,66,NULL,United States,"Miami, FL",2026,5275196,B,R,NULL,NULL,NULL
41006,MLB,1,BAL,Orioles,RP,Nick,Raquet,1995-12-12,"6' 0""",215.0,72,NULL,United States,"Boalsburg, PA",2025,41006,R,L,NULL,NULL,NULL
39640,MLB,1,BAL,Orioles,SP,Trevor,Rogers,1997-11-13,"6' 5""",230.0,28,NULL,United States,"Carlsbad, NM",2020,39640,L,L,NULL,NULL,NULL
31109,MLB,1,BAL,Orioles,RP,Albert,Suarez,1989-10-08,"6' 3""",235.0,49,NULL,Venezuela,San Felix,2016,31109,R,R,NULL,NULL,NULL
4717904,MLB,1,BAL,Orioles,RP,Tyler,Wells,1994-08-26,"6' 8""",270.0,68,NULL,United States,"Tulsa, OK",2021,4717904,R,R,NULL,NULL,NULL
3961066,MLB,1,BAL,Orioles,RP,Grant,Wolfram,1996-12-12,"6' 7""",250.0,48,Central Michigan,United States,"Holland, MI",2025,3961066,L,L,NULL,NULL,NULL
4414339,MLB,1,BAL,Orioles,SP,Brandon,Young,1998-08-19,"6' 6""",230.0,63,NULL,United States,"Lumberton, TX",2025,4414339,R,R,NULL,NULL,NULL
4917646,MLB,1,BAL,Orioles,C,Samuel,Basallo,2004-08-13,"6' 4""",250.0,29,NULL,Dominican Republic,Santo Domingo,2025,4917646,L,R,NULL,NULL,NULL
42178,MLB,1,BAL,Orioles,C,Adley,Rutschman,1998-02-06,"6' 1""",230.0,35,Oregon State,United States,"Portland, OR",2022,42178,B,R,NULL,NULL,NULL
41345,MLB,1,BAL,Orioles,3B,Blaze,Alexander,1999-06-11,"5' 11""",200.0,23,NULL,United States,"Cape Coral, FL",2024,41345,R,R,NULL,NULL,NULL
37498,MLB,1,BAL,Orioles,1B,Pete,Alonso,1994-12-07,"6' 3""",245.0,25,Florida,United States,"Tampa, FL",2019,37498,R,R,NULL,NULL,NULL
42507,MLB,1,BAL,Orioles,SS,Gunnar,Henderson,2001-06-29,"6' 3""",230.0,2,NULL,United States,"Montgomery, AL",2022,42507,L,R,NULL,NULL,NULL
5080633,MLB,1,BAL,Orioles,2B,Jackson,Holliday,2003-12-04,"5' 11""",200.0,7,NULL,United States,"Austin, TX",2024,5080633,L,R,NULL,NULL,NULL
41264,MLB,1,BAL,Orioles,2B,Jeremiah,Jackson,2000-03-26,"5' 11""",200.0,82,NULL,United States,"Antioch, TN",2025,41264,R,R,NULL,NULL,NULL
4683371,MLB,1,BAL,Orioles,3B,Coby,Mayo,2001-12-10,"6' 5""",225.0,16,NULL,United States,"Coral Springs, FL",2024,4683371,R,R,NULL,NULL,NULL
4959037,MLB,1,BAL,Orioles,RF,Dylan,Beavers,2001-08-11,"6' 5""",220.0,12,California,United States,"San Luis Obispo, CA",2025,4959037,L,R,NULL,NULL,NULL
4416990,MLB,1,BAL,Orioles,CF,Colton,Cowser,2000-03-20,"6' 3""",220.0,17,Sam Houston,United States,"Houston, TX",2023,4416990,L,R,NULL,NULL,NULL
34168,MLB,1,BAL,Orioles,RF,Tyler,O'Neill,1995-06-22,"5' 9""",200.0,9,NULL,Canada,"Burnaby, BC",2018,34168,R,R,NULL,NULL,NULL
34951,MLB,1,BAL,Orioles,CF,Leody,Taveras,1998-09-08,"6' 2""",210.0,30,NULL,Dominican Republic,Tenares,2020,34951,B,R,NULL,NULL,NULL
34923,MLB,1,BAL,Orioles,LF,Taylor,Ward,1993-12-14,"6' 0""",205.0,3,Fresno State,United States,"Dayton, OH",2018,34923,R,R,NULL,NULL,NULL
4720856,MLB,2,BOS,Red Sox,SP,Brayan,Bello,1999-05-17,"6' 1""",195.0,66,NULL,Dominican Republic,Santa Barbara de Samana,2022,4720856,R,R,NULL,NULL,NULL
4654024,MLB,2,BOS,Red Sox,SP,Jake,Bennett,2000-12-02,"6' 6""",234.0,64,Oklahoma,United States,"Tulsa, OK",2026,4654024,L,L,NULL,NULL,NULL
30442,MLB,2,BOS,Red Sox,RP,Aroldis,Chapman,1988-02-28,"6' 4""",235.0,44,NULL,Cuba,Holguin,2010,30442,L,L,NULL,NULL,NULL
32082,MLB,2,BOS,Red Sox,SP,Sonny,Gray,1989-11-07,"5' 10""",190.0,54,Vanderbilt,United States,"Smyrna, TN",2013,32082,R,R,NULL,NULL,NULL
33654,MLB,2,BOS,Red Sox,RP,Tyron,Guerrero,1991-01-09,"6' 8""",225.0,41,NULL,Colombia,Bogota,2016,33654,R,R,NULL,NULL,NULL
4722926,MLB,2,BOS,Red Sox,RP,Jovani,Moran,1997-04-24,"6' 1""",167.0,47,NULL,Puerto Rico,Mayagüez,2021,4722926,L,L,NULL,NULL,NULL
5265014,MLB,2,BOS,Red Sox,SP,Eduardo,Rivera,2003-06-13,"6' 7""",237.0,99,NULL,Puerto Rico,San Juan,2026,5265014,L,L,NULL,NULL,NULL
40975,MLB,2,BOS,Red Sox,SP,Patrick,Sandoval,1996-10-18,"6' 3""",190.0,43,NULL,United States,"Mission Viejo, CA",2019,40975,L,L,NULL,NULL,NULL
4917925,MLB,2,BOS,Red Sox,RP,Justin,Slaten,1997-09-15,"6' 4""",222.0,63,New Mexico,United States,"Longview, TX",2024,4917925,R,R,NULL,NULL,NULL
4966140,MLB,2,BOS,Red Sox,SP,Payton,Tolle,2002-11-01,"6' 6""",250.0,70,Wichita State,United States,"Stillwater, OK",2025,4966140,L,L,NULL,NULL,NULL
5125911,MLB,2,BOS,Red Sox,RP,Ryan,Watson,1997-11-15,"6' 5""",225.0,56,NULL,United States,"Auburn, AL",2026,5125911,R,R,NULL,NULL,NULL
41485,MLB,2,BOS,Red Sox,RP,Greg,Weissert,1995-02-04,"6' 2""",235.0,57,NULL,United States,"Bay Shore, NY",2022,41485,R,R,NULL,NULL,NULL
39674,MLB,2,BOS,Red Sox,RP,Garrett,Whitlock,1996-06-11,"6' 5""",222.0,22,UAB,United States,"Snellville, GA",2021,39674,R,R,NULL,NULL,NULL
5012120,MLB,2,BOS,Red Sox,C,Carlos,Narvaez,1998-11-26,"5' 11""",190.0,75,NULL,Venezuela,Maracay,2024,5012120,R,R,NULL,NULL,NULL
40086,MLB,2,BOS,Red Sox,C,Connor,Wong,1996-05-19,"5' 10""",190.0,12,NULL,United States,"Houston, TX",2021,40086,R,R,NULL,NULL,NULL
42692,MLB,2,BOS,Red Sox,SS,Tsung-Che,Cheng,2001-07-26,"5' 8""",180.0,39,NULL,Taiwan,Pingtung County,2025,42692,L,R,NULL,NULL,NULL
5007615,MLB,2,BOS,Red Sox,3B,Caleb,Durbin,2000-02-22,"5' 6""",183.0,5,NULL,United States,"Lake Forest, IL",2025,5007615,R,R,NULL,NULL,NULL
36950,MLB,2,BOS,Red Sox,SS,Andruw,Monasterio,1997-05-30,"5' 11""",195.0,32,NULL,Venezuela,Caracas,2023,36950,R,R,NULL,NULL,NULL
41194,MLB,2,BOS,Red Sox,2B,Anthony,Seigler,1999-06-20,"5' 9""",192.0,48,NULL,United States,"Fort Defiance, AZ",2025,41194,B,B,NULL,NULL,NULL
4990055,MLB,2,BOS,Red Sox,RF,Wilyer,Abreu,1999-06-24,"5' 10""",215.0,52,NULL,Venezuela,Maracaibo,2023,4990055,L,L,NULL,NULL,NULL
41610,MLB,2,BOS,Red Sox,LF,Jarren,Duran,1996-09-05,"6' 0""",205.0,16,Long Beach State,United States,"Corona, CA",2021,41610,L,R,NULL,NULL,NULL
42845,MLB,2,BOS,Red Sox,OF,Nate,Eaton,1996-12-22,"5' 11""",200.0,18,NULL,United States,"Chester, VA",2022,42845,R,R,NULL,NULL,NULL
4987382,MLB,2,BOS,Red Sox,CF,Ceddanne,Rafaela,2000-09-18,"5' 10""",165.0,3,NULL,Curacao,Willemstad,2023,4987382,R,R,NULL,NULL,NULL
42826,MLB,2,BOS,Red Sox,DH,Romy,Gonzalez,1996-09-06,"6' 0""",215.0,23,NULL,United States,"Miami, FL",2021,42826,R,R,NULL,NULL,NULL
4872598,MLB,2,BOS,Red Sox,DH,Masataka,Yoshida,1993-07-15,"5' 8""",192.0,7,NULL,Japan,Fukui,2023,4872598,L,R,NULL,NULL,NULL
5002950,MLB,16,CHC,Cubs,SP,Javier,Assad,1997-07-30,"6' 1""",200.0,72,NULL,Mexico,Tijuana,2022,5002950,R,R,NULL,NULL,NULL
34401,MLB,16,CHC,Cubs,SP,Matthew,Boyd,1991-02-02,"6' 3""",223.0,16,Oregon State,United States,"Mercer Island, WA",2015,34401,L,L,NULL,NULL,NULL
41612,MLB,16,CHC,Cubs,RP,Tyler,Ferguson,1993-10-05,"6' 4""",225.0,64,NULL,United States,"Fresno, CA",2024,41612,R,R,NULL,NULL,NULL
4208302,MLB,16,CHC,Cubs,RP,Gavin,Hollowell,1997-11-04,"6' 7""",215.0,46,St. John's,United States,"Somerset, NJ",2022,4208302,R,R,NULL,NULL,NULL
5134630,MLB,16,CHC,Cubs,SP,Shota,Imanaga,1993-09-01,"5' 10""",175.0,18,NULL,Japan,Kitakyushu,2024,5134630,L,L,NULL,NULL,NULL
36161,MLB,16,CHC,Cubs,RP,Phil,Maton,1993-03-25,"6' 2""",206.0,88,Louisiana Tech,United States,"Paducah, KY",2017,36161,R,R,NULL,NULL,NULL
40921,MLB,16,CHC,Cubs,SP,David,Peterson,1995-09-03,"6' 6""",240.0,19,Oregon,United States,"Denver, CO",2020,40921,L,L,NULL,NULL,NULL
31010,MLB,16,CHC,Cubs,RP,Drew,Pomeranz,1988-11-22,"6' 5""",246.0,47,Ole Miss,United States,"Memphis, TN",2011,31010,R,L,NULL,NULL,NULL
33950,MLB,16,CHC,Cubs,SP,Colin,Rea,1990-07-01,"6' 5""",220.0,53,Indiana State,United States,"Cascade, IA",2015,33950,R,R,NULL,NULL,NULL
41220,MLB,16,CHC,Cubs,RP,Ryan,Rolison,1997-07-11,"6' 2""",213.0,33,NULL,United States,"Jackson, TN",2025,41220,R,L,NULL,NULL,NULL
32440,MLB,16,CHC,Cubs,RP,Caleb,Thielbar,1987-01-31,"6' 0""",205.0,24,South Dakota State,United States,"Northfield, MN",2013,32440,R,L,NULL,NULL,NULL
36728,MLB,16,CHC,Cubs,RP,Trent,Thornton,1993-09-30,"6' 0""",190.0,49,North Carolina,United States,"Charlotte, NC",2019,36728,R,R,NULL,NULL,NULL
40384,MLB,16,CHC,Cubs,RP,Jacob,Webb,1993-08-15,"6' 2""",210.0,71,NULL,United States,"Riverside, CA",2019,40384,R,R,NULL,NULL,NULL
38905,MLB,16,CHC,Cubs,C,Miguel,Amaya,1999-03-09,"6' 1""",230.0,9,NULL,Panama,Herrera,2023,38905,R,R,NULL,NULL,NULL
32797,MLB,16,CHC,Cubs,C,Carson,Kelly,1994-07-14,"6' 1""",212.0,15,NULL,United States,"Chicago, IL",2016,32797,R,R,NULL,NULL,NULL
34886,MLB,16,CHC,Cubs,3B,Alex,Bregman,1994-03-30,"5' 10""",190.0,3,LSU,United States,"Albuquerque, NM",2016,34886,R,R,NULL,NULL,NULL
42415,MLB,16,CHC,Cubs,1B,Michael,Busch,1997-11-09,"5' 11""",210.0,29,NULL,United States,"Inver Grove Heights, MN",2023,42415,L,R,NULL,NULL,NULL
41219,MLB,16,CHC,Cubs,2B,Nico,Hoerner,1997-05-13,"5' 11""",200.0,2,Stanford,United States,"Oakland, CA",2019,41219,R,R,NULL,NULL,NULL
5012995,MLB,16,CHC,Cubs,2B,Pedro,Ramirez,2004-04-01,"5' 9""",165.0,75,NULL,Venezuela,Táriba,2026,5012995,B,R,NULL,NULL,NULL
34895,MLB,16,CHC,Cubs,SS,Dansby,Swanson,1994-02-11,"6' 0""",190.0,7,Vanderbilt,United States,"Kennesaw, GA",2016,34895,R,R,NULL,NULL,NULL
4717833,MLB,16,CHC,Cubs,CF,Pete,Crow-Armstrong,2002-03-25,"6' 0""",184.0,4,NULL,United States,"Sherman Oaks, CA",2023,4717833,L,L,NULL,NULL,NULL
