playerID,sportCode,teamCode,positionCode,firstName,lastName,dateOfBirth,height,weight,number,college,birthCountry,birthCityState,draftYear,playerID,handed,goals,penaltyMinutes,points,savePct
8481522,NHL,BUF,C,Peyton,Krebs,2001-01-26,"6' 0""",188,19,NULL,CAN,"Calgary, Alberta",2019,8481522,L,12,78,39,NULL
8483468,NHL,BUF,C,Jiri,Kulich,2004-04-14,"6' 1""",193,20,NULL,CZE,Kadan,2022,8483468,L,3,4,5,NULL
8479359,NHL,BUF,L,Beck,Malenstyn,1998-02-04,"6' 3""",209,29,NULL,CAN,"Delta, British Columbia",2016,8479359,L,7,38,14,NULL
8480802,NHL,BUF,C,Ryan,McLeod,1999-09-21,"6' 3""",204,71,NULL,CAN,"Mississauga, Ontario",2018,8480802,L,14,16,54,NULL
8480064,NHL,BUF,C,Josh,Norris,1999-05-05,"6' 2""",196,9,NULL,USA,"Oxford, Michigan",2017,8480064,L,13,28,34,NULL
8483500,NHL,BUF,C,Noah,Ostlund,2004-03-11,"5' 11""",180,86,NULL,SWE,Stockholm,2022,8483500,L,11,14,27,NULL
8482097,NHL,BUF,R,Jack,Quinn,2001-09-19,"6' 1""",185,22,NULL,CAN,"Ottawa, Ontario",2020,8482097,R,20,18,51,NULL
8477839,NHL,BUF,L,Conor,Sheary,1992-06-08,"5' 8""",180,43,NULL,USA,"Winchester, Massachusetts",NULL,8477839,L,7,14,18,NULL
8479420,NHL,BUF,C,Tage,Thompson,1997-10-30,"6' 6""",220,72,NULL,USA,"Phoenix, Arizona",2016,8479420,R,40,35,81,NULL
8475722,NHL,BUF,L,Jason,Zucker,1992-01-16,"5' 11""",198,17,NULL,USA,"Newport Beach, California",2010,8475722,L,24,23,45,NULL
8481806,NHL,BUF,D,Louis,Crevier,2001-05-04,"6' 8""",228,46,NULL,CAN,"Quebec City, Quebec",2020,8481806,R,7,63,25,NULL
8480839,NHL,BUF,D,Rasmus,Dahlin,2000-04-13,"6' 3""",204,26,NULL,SWE,Lidkoping,2018,8480839,L,19,76,74,NULL
8478502,NHL,BUF,D,Dennis,Gilbert,1996-10-30,"6' 2""",216,8,NULL,USA,"Buffalo, New York",2015,8478502,L,0,2,1,NULL
8481564,NHL,BUF,D,Ryan,Johnson,2001-07-24,"6' 1""",195,33,NULL,USA,"Newport Beach, California",2019,8481564,L,0,2,0,NULL
8483732,NHL,BUF,D,Vsevolod,Komarov,2004-01-11,"6' 4""",211,76,NULL,RUS,Chelyabinsk,2022,8483732,R,NULL,NULL,NULL,NULL
8484305,NHL,BUF,D,Zach,Metsa,1998-10-19,"5' 9""",198,73,NULL,USA,"Delafield, Wisconsin",NULL,8484305,R,2,8,6,NULL
8485404,NHL,BUF,D,Radim,Mrtka,2007-06-09,"6' 6""",218,57,NULL,CZE,Havlickuv Brod,2025,8485404,R,NULL,NULL,NULL,NULL
8482671,NHL,BUF,D,Owen,Power,2002-11-22,"6' 6""",226,25,NULL,CAN,"Mississauga, Ontario",2021,8482671,L,8,16,29,NULL
8480807,NHL,BUF,D,Mattias,Samuelsson,2000-03-14,"6' 4""",229,23,NULL,USA,"Philadelphia, Pennsylvania",2018,8480807,L,13,28,41,NULL
8479982,NHL,BUF,D,Conor,Timmins,1998-09-18,"6' 3""",213,21,NULL,CAN,"St. Catharines, Ontario",2017,8479982,R,0,18,8,NULL
8482803,NHL,BUF,D,Olen,Zellweger,2003-09-10,"5' 10""",193,51,NULL,CAN,"Calgary, Alberta",2021,8482803,L,7,34,22,NULL
8481551,NHL,BUF,G,Colten,Ellis,2000-10-05,"6' 1""",191,92,NULL,CAN,"Whycocomagh, Nova Scotia",2019,8481551,L,0,0,0,0.90
8480045,NHL,BUF,G,Ukko-Pekka,Luukkonen,1999-03-09,"6' 5""",223,1,NULL,FIN,Espoo,2017,8480045,L,0,0,0,0.90
8479312,NHL,BUF,G,Alex,Lyon,1992-12-09,"6' 1""",199,34,NULL,USA,"Baudette, Minnesota",NULL,8479312,L,0,0,0,0.90
8480191,NHL,BUF,G,Matt,Villalta,1999-06-03,"6' 3""",190,31,NULL,CAN,"Kingston, Ontario",2017,8480191,L,0,0,0,0.87
8474150,NHL,CGY,C,Mikael,Backlund,1989-03-17,"6' 0""",206,11,NULL,SWE,Vasteras,2007,8474150,L,17,16,43,NULL
8482679,NHL,CGY,R,Matt,Coronato,2002-11-14,"5' 10""",183,27,NULL,USA,"Greenlawn, New York",2021,8482679,R,18,32,45,NULL
8480797,NHL,CGY,L,Joel,Farabee,2000-02-25,"6' 0""",186,86,NULL,USA,"Syracuse, New York",2018,8480797,L,20,28,38,NULL
8480028,NHL,CGY,C,Morgan,Frost,1999-05-14,"6' 0""",193,16,NULL,CAN,"Aurora, Ontario",2017,8480028,L,22,28,43,NULL
8484860,NHL,CGY,R,Matvei,Gridin,2006-03-01,"6' 1""",182,92,NULL,RUS,Kurgan,2024,8484860,L,6,2,20,NULL
8486056,NHL,CGY,C,Tyson,Gross,2002-09-23,"6' 3""",195,39,NULL,CAN,"Calgary, Alberta",NULL,8486056,R,1,2,1,NULL
8484180,NHL,CGY,L,Samuel,Honzek,2004-11-12,"6' 4""",186,29,NULL,SVK,Trencin,2023,8484180,L,2,2,4,NULL
8476456,NHL,CGY,L,Jonathan,Huberdeau,1993-06-04,"6' 1""",200,10,NULL,CAN,"Saint-Jerome, Quebec",2011,8476456,L,10,41,25,NULL
8480259,NHL,CGY,C,Ben,Jones,1999-02-26,"6' 0""",187,64,NULL,CAN,"Waterloo, Ontario",2017,8480259,L,1,0,3,NULL
8482209,NHL,CGY,C,Rory,Kerins,2002-04-12,"5' 10""",175,6,NULL,CAN,"Caledon, Ontario",2020,8482209,L,0,2,0,NULL
8483609,NHL,CGY,R,Adam,Klapka,2000-09-14,"6' 8""",235,43,NULL,CZE,Praha,NULL,8483609,R,6,112,18,NULL
8481028,NHL,CGY,C,Martin,Pospisil,1999-11-19,"6' 2""",173,76,NULL,SVK,Zvolen,2018,8481028,L,1,17,3,NULL
8481068,NHL,CGY,C,Yegor,Sharangovich,1998-06-06,"6' 2""",196,17,NULL,BLR,Minsk,2018,8481068,L,15,12,29,NULL
8476458,NHL,CGY,C,Ryan,Strome,1993-07-11,"6' 1""",192,22,NULL,CAN,"Mississauga, Ontario",2011,8476458,R,8,35,21,NULL
8484234,NHL,CGY,L,Aydar,Suniev,2004-11-16,"6' 2""",198,36,NULL,RUS,Kazan,2023,8484234,L,0,2,1,NULL
8484958,NHL,CGY,R,Maxim,Tsyplakov,1998-09-19,"6' 3""",203,42,NULL,RUS,Moscow,NULL,8484958,L,2,6,4,NULL
8482074,NHL,CGY,C,Connor,Zary,2001-09-25,"6' 0""",178,47,NULL,CAN,"Saskatoon, Saskatchewan",2020,8482074,L,12,22,25,NULL
8480860,NHL,CGY,D,Kevin,Bahl,2000-06-27,"6' 6""",230,7,NULL,CAN,"New Westminster, British Columbia",2018,8480860,L,4,47,18,NULL
8484150,NHL,CGY,D,Hunter,Brzustewicz,2004-11-29,"6' 0""",190,48,NULL,USA,"Washington, Michigan",2023,8484150,R,2,4,7,NULL
8477810,NHL,CGY,D,Joel,Hanley,1991-06-08,"5' 11""",186,44,NULL,CAN,"Keswick, Ontario",NULL,8477810,L,0,44,7,NULL
8482165,NHL,CGY,D,Yan,Kuznetsov,2002-03-09,"6' 4""",209,37,NULL,RUS,Murmansk,2020,8482165,L,4,28,12,NULL
8478136,NHL,CGY,D,Jake,Middleton,1996-01-02,"6' 3""",219,5,NULL,CAN,"Wainwright, Alberta",2014,8478136,L,2,76,16,NULL
8483495,NHL,CGY,D,Simon,Nemec,2004-02-15,"6' 1""",190,71,NULL,SVK,Liptovský Mikuláš,2022,8483495,R,11,26,26,NULL
8481167,NHL,CGY,D,Brayden,Pachal,1999-08-23,"6' 2""",202,94,NULL,CAN,"Estevan, Saskatchewan",NULL,8481167,R,1,47,7,NULL
8484768,NHL,CGY,D,Zayne,Parekh,2006-02-15,"6' 0""",179,19,NULL,CAN,"Markham, Ontario",2024,8484768,R,4,8,9,NULL
8480727,NHL,CGY,D,Zach,Whitecloud,1996-11-28,"6' 2""",210,28,NULL,CAN,"Brandon, Manitoba",NULL,8480727,R,2,30,17,NULL
8483709,NHL,CGY,D,Abram,Wiebe,2003-08-28,"6' 2""",187,52,NULL,CAN,"Mission, British Columbia",2022,8483709,L,0,2,0,NULL
8482445,NHL,CGY,G,Devin,Cooley,1997-05-25,"6' 5""",192,1,NULL,USA,"Los Gatos, California",NULL,8482445,L,0,0,0,0.90
8481692,NHL,CGY,G,Dustin,Wolf,2001-04-16,"6' 0""",166,32,NULL,USA,"Gilroy, California",2019,8481692,L,0,0,0,0.90
8478427,NHL,CAR,C,Sebastian,Aho,1997-07-26,"6' 0""",189,20,NULL,FIN,Rauma,2015,8478427,L,27,46,80,NULL
8482809,NHL,CAR,R,Jackson,Blake,2003-08-03,"5' 11""",185,53,NULL,USA,"Fargo, North Dakota",2021,8482809,R,22,40,53,NULL
8477478,NHL,CAR,L,William,Carrier,1994-12-20,"6' 2""",214,28,NULL,CAN,"LaSalle, Quebec",2013,8477478,L,7,18,18,NULL
8475235,NHL,CAR,L,Nicolas,Deslauriers,1991-02-22,"6' 1""",218,44,NULL,CAN,"LaSalle, Quebec",2009,8475235,L,0,38,2,NULL
8477940,NHL,CAR,L,Nikolaj,Ehlers,1996-02-14,"6' 0""",168,27,NULL,DNK,Aalborg,2014,8477940,L,26,14,71,NULL
8475791,NHL,CAR,L,Taylor,Hall,1991-11-14,"6' 1""",210,71,NULL,CAN,"Calgary, Alberta",2010,8475791,L,18,44,48,NULL
8476873,NHL,CAR,L,Mark,Jankowski,1994-09-13,"6' 4""",200,77,NULL,CAN,"Hamilton, Ontario",2012,8476873,L,11,16,21,NULL
8482093,NHL,CAR,R,Seth,Jarvis,2002-02-01,"5' 10""",180,24,NULL,CAN,"Winnipeg, Manitoba",2020,8482093,R,32,23,66,NULL
8480829,NHL,CAR,C,Jesperi,Kotkaniemi,2000-07-06,"6' 3""",212,82,NULL,FIN,Pori,2018,8480829,L,2,8,9,NULL
8476921,NHL,CAR,L,Jordan,Martinook,1992-07-25,"6' 1""",208,48,NULL,CAN,"Brandon, Manitoba",2012,8476921,L,12,35,29,NULL
8480762,NHL,CAR,L,Eric,Robinson,1995-06-14,"6' 2""",220,50,NULL,USA,"Bellmawr, New Jersey",NULL,8480762,L,12,8,18,NULL
8473533,NHL,CAR,C,Jordan,Staal,1988-09-10,"6' 4""",220,11,NULL,CAN,"Thunder Bay, Ontario",2006,8473533,L,20,29,36,NULL
8482702,NHL,CAR,C,Logan,Stankoven,2003-02-26,"5' 8""",165,22,NULL,CAN,"Kamloops, British Columbia",2021,8482702,R,21,25,44,NULL
8480830,NHL,CAR,R,Andrei,Svechnikov,2000-03-26,"6' 3""",200,37,NULL,RUS,Barnaul,2018,8480830,L,31,66,70,NULL
8478970,NHL,CAR,D,Jalen,Chatfield,1996-05-15,"6' 1""",209,5,NULL,USA,"Ypsilanti, Michigan",NULL,8478970,R,2,18,17,NULL
8476906,NHL,CAR,D,Shayne,Gostisbehere,1993-04-20,"5' 11""",183,4,NULL,USA,"Pembroke Pines, Florida",2012,8476906,L,13,22,50,NULL
8480817,NHL,CAR,D,K'Andre,Miller,2000-01-21,"6' 5""",210,19,NULL,USA,"St. Paul, Minnesota",2018,8480817,L,8,56,37,NULL
8482100,NHL,CAR,D,Alexander,Nikishin,2001-10-02,"6' 3""",218,21,NULL,RUS,Orel,2020,8482100,L,11,33,33,NULL
8476958,NHL,CAR,D,Jaccob,Slavin,1994-05-01,"6' 3""",207,74,NULL,USA,"Denver, Colorado",2012,8476958,L,1,4,8,NULL
8480336,NHL,CAR,D,Sean,Walker,1994-11-13,"5' 11""",191,26,NULL,CAN,"Keswick, Ontario",NULL,8480336,R,9,59,31,NULL
8483548,NHL,CAR,G,Brandon,Bussi,1998-06-25,"6' 4""",218,32,NULL,USA,"Sound Beach, New York",NULL,8483548,R,0,0,0,0.89
8481611,NHL,CAR,G,Pyotr,Kochetkov,1999-06-25,"6' 3""",196,52,NULL,RUS,Penza,2019,8481611,L,0,0,0,0.90
8484144,NHL,CHI,C,Connor,Bedard,2005-07-17,"5' 10""",190,98,NULL,CAN,"North Vancouver, British Columbia",2023,8484144,R,30,50,75,NULL
8477479,NHL,CHI,L,Tyler,Bertuzzi,1995-02-24,"6' 2""",200,59,NULL,CAN,"Sudbury, Ontario",2013,8477479,L,32,42,58,NULL
8484793,NHL,CHI,C,Sacha,Boisvert,2006-03-17,"6' 2""",176,12,NULL,CAN,"Trois-Rivières, Quebec",2024,8484793,L,1,9,2,NULL
8477987,NHL,CHI,C,Ryan,Donato,1996-04-09,"6' 0""",190,8,NULL,USA,"Boston, Massachusetts",2014,8477987,L,15,46,30,NULL
8485391,NHL,CHI,C,Anton,Frondell,2007-05-07,"6' 1""",198,16,NULL,SWE,Trangsund,2025,8485391,L,3,4,9,NULL
8483450,NHL,CHI,C,Ryan,Greene,2003-10-21,"6' 1""",195,20,NULL,CAN,"St. John's, Newfoundland and Labrador",2022,8483450,R,12,14,29,NULL
8478413,NHL,CHI,L,Jordan,Greenway,1997-02-16,"6' 6""",231,12,NULL,USA,"Canton, New York",2015,8478413,L,1,29,6,NULL
8484185,NHL,CHI,L,Nick,Lardis,2005-07-08,"5' 11""",165,76,NULL,CAN,"Oakville, Ontario",2023,8484185,L,10,10,15,NULL
8478233,NHL,CHI,L,Andrew,Mangiapane,1996-04-04,"5' 10""",183,26,NULL,CAN,"Toronto, Ontario",2015,8478233,L,8,42,16,NULL
8484197,NHL,CHI,C,Oliver,Moore,2005-01-22,"5' 11""",188,11,NULL,USA,"Mounds View, Minnesota",2023,8484197,L,5,19,19,NULL
8483493,NHL,CHI,C,Frank,Nazar,2004-01-14,"5' 10""",190,91,NULL,USA,"Detroit, Michigan",2022,8483493,R,15,26,41,NULL
8482172,NHL,CHI,L,Landon,Slaggert,2002-06-25,"6' 0""",180,84,NULL,USA,"South Bend, Indiana",2020,8482172,L,3,16,7,NULL
8482062,NHL,CHI,L,Cole,Smith,1995-10-28,"6' 3""",195,22,NULL,USA,"Brainerd, Minnesota",NULL,8482062,L,8,40,12,NULL
8476882,NHL,CHI,C,Teuvo,Teravainen,1994-09-11,"5' 11""",191,86,NULL,FIN,Helsinki,2012,8476882,L,14,6,35,NULL
8476952,NHL,CHI,C,Dominic,Toninato,1994-03-09,"6' 2""",201,25,NULL,USA,"Duluth, Minnesota",2012,8476952,L,0,6,1,NULL
8481524,NHL,CHI,D,Bowen,Byram,2001-06-13,"6' 1""",205,4,NULL,CAN,"Cranbrook, British Columbia",2019,8481524,L,11,48,42,NULL
8474013,NHL,CHI,D,Ian,Cole,1989-02-21,"6' 1""",237,28,NULL,USA,"Ann Arbor, Michigan",2007,8474013,L,3,50,23,NULL
8482807,NHL,CHI,D,Ethan,Del Mastro,2003-01-15,"6' 4""",210,38,NULL,CAN,"Burlington, Ontario",2021,8482807,L,0,18,1,NULL
8482176,NHL,CHI,D,Wyatt,Kaiser,2002-07-31,"6' 0""",190,44,NULL,USA,"Andover, Minnesota",2020,8482176,L,6,34,17,NULL
8483466,NHL,CHI,D,Kevin,Korchinski,2004-06-21,"6' 1""",185,14,NULL,CAN,"Saskatoon, Saskatchewan",2022,8483466,L,0,4,2,NULL
8484783,NHL,CHI,D,Artyom,Levshunov,2005-10-28,"6' 2""",208,55,NULL,BLR,Zhlobin,2024,8484783,R,2,44,24,NULL
8483506,NHL,CHI,D,Sam,Rinzel,2004-06-25,"6' 4""",194,6,NULL,USA,"Chanhassen, Minnesota",2022,8483506,R,4,44,14,NULL
8481568,NHL,CHI,D,Alex,Vlasic,2001-06-05,"6' 6""",217,72,NULL,USA,"Wilmette, Illinois",2019,8481568,L,2,17,21,NULL
8481519,NHL,CHI,G,Spencer,Knight,2001-04-19,"6' 3""",191,30,NULL,USA,"Darien, Connecticut",2019,8481519,L,0,0,0,0.90
8482821,NHL,CHI,G,Arvid,Soderblom,1999-08-19,"6' 3""",180,40,NULL,SWE,Göteborg,NULL,8482821,L,0,0,0,0.89
8482947,NHL,COL,C,Zakhar,Bardakov,2001-02-24,"6' 2""",198,93,NULL,RUS,Berdsk,2021,8482947,L,1,14,10,NULL
8476994,NHL,COL,C,Vinnie,Hinostroza,1994-04-03,"5' 10""",183,24,NULL,USA,"Chicago, Illinois",2012,8476994,R,6,31,18,NULL
8475172,NHL,COL,C,Nazem,Kadri,1990-10-06,"6' 0""",185,91,NULL,CAN,"London, Ontario",2009,8475172,L,16,30,50,NULL
8480448,NHL,COL,C,Parker,Kelly,1999-05-14,"6' 1""",185,17,NULL,CAN,"Camrose, Alberta",NULL,8480448,L,21,30,35,NULL
8476455,NHL,COL,L,Gabriel,Landeskog,1992-11-23,"6' 1""",215,92,NULL,SWE,Stockholm,2011,8476455,L,14,47,35,NULL
8477476,NHL,COL,L,Artturi,Lehkonen,1995-07-04,"5' 11""",179,62,NULL,FIN,Piikkio,2013,8477476,L,21,16,48,NULL
8477492,NHL,COL,C,Nathan,MacKinnon,1995-09-01,"6' 0""",200,29,NULL,CAN,"Halifax, Nova Scotia",2013,8477492,R,53,39,127,NULL
8480039,NHL,COL,C,Martin,Necas,1999-01-15,"6' 3""",195,88,NULL,CZE,Nove Mesto na Morave,2017,8480039,R,38,30,100,NULL
8475754,NHL,COL,C,Brock,Nelson,1991-10-15,"6' 4""",205,11,NULL,USA,"Warroad, Minnesota",2010,8475754,L,33,36,65,NULL
8481186,NHL,COL,R,Logan,O'Connor,1996-08-14,"6' 0""",175,25,NULL,USA,"Missouri City, Texas",NULL,8481186,R,0,4,2,NULL
8478462,NHL,COL,C,Nicolas,Roy,1997-02-05,"6' 4""",200,10,NULL,CAN,"Amos, Quebec",2015,8478462,R,8,23,25,NULL
