playerID,sportCode,team_id,teamCode,teamName,positionCode,firstName,lastName,dateOfBirth,height,weight,number,college,birthCountry,birthCityState,draftYear,playerID,sacks,touchdowns
4428991,NFL,22,ARI,Cardinals,OT,Paris,Johnson Jr.,2001-07-03,"6' 6""",325.0,70,Ohio State,USA,"Cincinnati, OH",2021,4428991,NULL,NULL
4362103,NFL,22,ARI,Cardinals,OT,Christian,Jones,2000-05-12,"6' 5""",320.0,75,Texas,USA,"Cypress, TX",2022,4362103,NULL,NULL
4431431,NFL,22,ARI,Cardinals,RB,Corey,Kiner,2002-01-21,"5' 9""",209.0,37,Cincinnati,USA,"Cincinnati, OH",2023,4431431,NULL,NULL
4427728,NFL,22,ARI,Cardinals,RB,Bam,Knight,2001-04-11,"5' 11""",210.0,20,NC State,USA,"Bailey, NC",2021,4427728,NULL,NULL
4870808,NFL,22,ARI,Cardinals,RB,Jeremiyah,Love,2005-05-31,"6' 0""",212.0,4,Notre Dame,USA,"St. Louis, MO",2025,4870808,NULL,NULL
4361307,NFL,22,ARI,Cardinals,TE,Trey,McBride,1999-11-22,"6' 4""",246.0,85,Colorado State,USA,"Fort Morgan, CO",2020,4361307,NULL,NULL
4038524,NFL,22,ARI,Cardinals,QB,Gardner,Minshew II,1996-05-16,"6' 1""",225.0,15,Washington State,USA,"Brandon, MS",2019,4038524,NULL,NULL
4875912,NFL,22,ARI,Cardinals,WR,Tejhaun,Palmer,2000-05-19,"6' 1""",210.0,83,UAB,USA,"Milwaukee, WI",2024,4875912,NULL,NULL
3055886,NFL,22,ARI,Cardinals,OT,Matt,Pryor,1994-12-16,"6' 7""",332.0,76,TCU,USA,"Long Beach, CA",2018,3055886,NULL,NULL
4374045,NFL,22,ARI,Cardinals,TE,Teagan,Quitoriano,2000-03-15,"6' 6""",259.0,47,Oregon State,USA,"Salem, OR",2020,4374045,NULL,NULL
4696700,NFL,22,ARI,Cardinals,TE,Tip,Reiman,2001-09-17,"6' 5""",271.0,87,Illinois,USA,"Rapid City, SD",2022,4696700,NULL,NULL
4428458,NFL,22,ARI,Cardinals,OT,Valentin,Senn,2000-04-23,"6' 7""",310.0,69,UConn,Austria,Volders,2023,4428458,NULL,NULL
2978247,NFL,22,ARI,Cardinals,G,Isaac,Seumalo,1993-10-29,"6' 4""",310.0,73,Oregon State,USA,"Corvallis, OR",2016,2978247,NULL,NULL
4428512,NFL,22,ARI,Cardinals,QB,Kedon,Slovis,2001-04-11,"6' 2""",223.0,12,BYU,USA,"Scottsdale, AZ",2023,4428512,NULL,NULL
4240573,NFL,22,ARI,Cardinals,WR,Ihmir,Smith-Marsette,1999-08-29,"6' 1""",200.0,9,Iowa,USA,"Newark, NJ",2020,4240573,NULL,NULL
3120502,NFL,22,ARI,Cardinals,OT,Olisaemeka,Udoh,1997-02-14,"6' 6""",320.0,68,Elon,USA,"Fayetteville, NC",2019,3120502,NULL,NULL
4869132,NFL,22,ARI,Cardinals,WR,Reggie,Virgil,NULL,"6' 3""",187.0,82,Texas Tech,USA,"Apopka, FL",2025,4869132,NULL,NULL
4699354,NFL,22,ARI,Cardinals,WR,Harrison,Wallace III,NULL,"6' 0""",192.0,30,Ole Miss,USA,"Montgomery, AL",2025,4699354,NULL,NULL
4428811,NFL,22,ARI,Cardinals,WR,Xavier,Weaver,2000-10-12,"6' 0""",185.0,89,Colorado,USA,"Orlando, FL",2022,4428811,NULL,NULL
3059839,NFL,22,ARI,Cardinals,OT,Elijah,Wilkinson,1995-02-10,"6' 6""",315.0,65,Massachusetts,USA,"Downingtown, PA",2017,3059839,NULL,NULL
4709718,NFL,22,ARI,Cardinals,OT,Jayden,Williams,NULL,"6' 4""",307.0,66,Ole Miss,USA,"Conway, AR",2025,4709718,NULL,NULL
4360761,NFL,22,ARI,Cardinals,WR,Michael,Wilson,2000-02-23,"6' 2""",213.0,14,Stanford,USA,"Simi Valley, CA",2021,4360761,NULL,NULL
4044144,NFL,22,ARI,Cardinals,TE,Kenny,Yeboah,1998-10-30,"6' 3""",250.0,48,Ole Miss,USA,"Allentown, PA",2020,4044144,NULL,NULL
3127287,NFL,22,ARI,Cardinals,S,Budda,Baker,1996-01-10,"5' 10""",195.0,3,Washington,USA,"Bellevue, WA",2017,3127287,NULL,NULL
3051775,NFL,22,ARI,Cardinals,DT,Andrew,Billings,1995-03-06,"6' 1""",340.0,95,Baylor,USA,"Waco, TX",2016,3051775,NULL,NULL
4240824,NFL,22,ARI,Cardinals,S,Joey,Blount,1998-11-16,"6' 1""",195.0,32,Virginia,USA,"Atlanta, GA",2020,4240824,NULL,NULL
4240826,NFL,22,ARI,Cardinals,LB,Elliott,Brown,1998-02-02,"6' 5""",245.0,41,Virginia,USA,"Odenton, MD",2024,4240826,NULL,NULL
4241987,NFL,22,ARI,Cardinals,LB,Baron,Browning,1999-02-19,"6' 3""",255.0,5,Ohio State,USA,"Fort Worth, TX",2019,4241987,NULL,NULL
4428996,NFL,22,ARI,Cardinals,LB,Jordan,Burch,2001-10-10,"6' 4""",280.0,52,Oregon,USA,"Columbia, SC",2023,4428996,NULL,NULL
4432668,NFL,22,ARI,Cardinals,CB,Denzel,Burke,2002-11-10,"5' 11""",190.0,29,Ohio State,USA,"Phoenix, AZ",2023,4432668,NULL,NULL
4240619,NFL,22,ARI,Cardinals,DT,Zachary,Carter,1999-04-07,"6' 4""",301.0,90,Florida,USA,"Tampa, FL",2021,4240619,NULL,NULL
4426923,NFL,22,ARI,Cardinals,CB,Kei'Trel,Clark,2001-03-19,"5' 10""",181.0,13,Louisville,USA,"Richmond, VA",2021,4426923,NULL,NULL
3116449,NFL,22,ARI,Cardinals,DE,L.J.,Collier,1995-09-12,"6' 2""",300.0,91,TCU,USA,"Munday, TX",2019,3116449,NULL,NULL
4244606,NFL,22,ARI,Cardinals,LB,Zaven,Collins,1999-05-19,"6' 4""",270.0,25,Tulsa,USA,"Hominy, OK",2019,4244606,NULL,NULL
4430821,NFL,22,ARI,Cardinals,S,Kitan,Crawford,2001-12-31,"5' 11""",202.0,36,Nevada,USA,"Tyler, TX",2023,4430821,NULL,NULL
4572261,NFL,22,ARI,Cardinals,CB,Elijah,Culp,NULL,"5' 11""",190.0,26,James Madison,USA,"Charlotte, NC",2025,4572261,NULL,NULL
4426435,NFL,22,ARI,Cardinals,CB,Jaden,Davis,2001-02-18,"5' 10""",182.0,39,Miami,USA,"Fort Lauderdale, FL",2024,4426435,NULL,NULL
4249739,NFL,22,ARI,Cardinals,LB,Jack,Gibbens,1998-11-24,"6' 4""",242.0,50,Minnesota,USA,"Bulverde, TX",2021,4249739,NULL,NULL
4685408,NFL,22,ARI,Cardinals,CB,Will,Johnson,2003-03-29,"6' 2""",200.0,2,Michigan,USA,"Detroit, MI",2023,4685408,NULL,NULL
4360203,NFL,22,ARI,Cardinals,CB,Elijah,Jones,2000-01-08,"6' 1""",185.0,28,Boston College,USA,"Harlem, NY",2022,4360203,NULL,NULL
4429185,NFL,22,ARI,Cardinals,LB,Austin,Keys,2002-04-03,"6' 2""",244.0,53,Auburn,USA,"Taylorsville, MS",2023,4429185,NULL,NULL
4431433,NFL,22,ARI,Cardinals,CB,Kalen,King,2003-01-28,"5' 11""",190.0,35,Penn State,USA,"Detroit, MI",2024,4431433,NULL,NULL
4361272,NFL,22,ARI,Cardinals,LB,Eku,Leota,1999-05-11,"6' 4""",257.0,54,Auburn,USA,"Asheville, NC",2023,4361272,NULL,NULL
4040805,NFL,22,ARI,Cardinals,DT,Roy,Lopez,1997-08-07,"6' 2""",312.0,51,Arizona,USA,"Tempe, AZ",2019,4040805,NULL,NULL
4698113,NFL,22,ARI,Cardinals,CB,Max,Melton,2002-04-15,"5' 11""",190.0,16,Rutgers,USA,"Mays Landing, NJ",2022,4698113,NULL,NULL
3932886,NFL,22,ARI,Cardinals,CB,Sean,Murphy-Bunting,1997-06-19,"6' 0""",195.0,23,Central Michigan,USA,"Macomb, MI",2019,3932886,NULL,NULL
4361421,NFL,22,ARI,Cardinals,DT,PJ,Mustipher,1999-11-10,"6' 4""",330.0,79,Penn State,USA,"Owings Mills, MD",2023,4361421,NULL,NULL
4685503,NFL,22,ARI,Cardinals,DT,Walter,Nolen III,2003-10-14,"6' 4""",300.0,97,Ole Miss,USA,"Powell, TN",2023,4685503,NULL,NULL
4429111,NFL,22,ARI,Cardinals,LB,BJ,Ojulari,2002-04-05,"6' 2""",248.0,9,LSU,USA,"Marietta, GA",2021,4429111,NULL,NULL
3915437,NFL,22,ARI,Cardinals,S,Isaiah,Oliver,1996-09-30,"6' 0""",210.0,34,Colorado,USA,"Goodyear, AZ",2018,3915437,NULL,NULL
4567219,NFL,22,ARI,Cardinals,LB,Owen,Pappoe,2000-09-29,"6' 0""",230.0,44,Auburn,USA,"Lawrenceville, GA",2021,4567219,NULL,NULL
5084514,NFL,22,ARI,Cardinals,DT,Kaleb,Proctor,NULL,"6' 3""",291.0,94,SE Louisiana,USA,"Oak Grove, LA",2025,5084514,NULL,NULL
4900789,NFL,22,ARI,Cardinals,LB,Cameron,Robertson,NULL,"6' 4""",260.0,49,SMU,USA,"Plano, TX",2025,4900789,NULL,NULL
4569480,NFL,22,ARI,Cardinals,DE,Darius,Robinson,2001-09-13,"6' 5""",290.0,56,Missouri,USA,"Southfield, MI",2022,4569480,NULL,NULL
4709695,NFL,22,ARI,Cardinals,LB,Karson,Sharar,NULL,"6' 2""",231.0,43,Iowa,USA,"Iowa Falls, IA",2025,4709695,NULL,NULL
4429071,NFL,22,ARI,Cardinals,LB,Cody,Simon,2002-04-01,"6' 2""",230.0,0,Ohio State,USA,"Jersey City, NJ",2023,4429071,NULL,NULL
4362225,NFL,22,ARI,Cardinals,DT,Dante,Stills,1999-12-14,"6' 4""",300.0,55,West Virginia,USA,"Fairmont, WV",2021,4362225,NULL,NULL
3693166,NFL,22,ARI,Cardinals,LB,Josh,Sweat,1997-03-29,"6' 5""",265.0,10,Florida State,USA,"Chesapeake, VA",2018,3693166,NULL,NULL
4428633,NFL,22,ARI,Cardinals,S,Dadrion,Taylor-Demerson,2001-01-20,"5' 10""",200.0,42,Texas Tech,USA,"Oklahoma City, OK",2022,4428633,NULL,NULL
4363408,NFL,22,ARI,Cardinals,CB,Starling,Thomas V,2000-01-25,"5' 10""",194.0,24,UAB,USA,"Birmingham, AL",2021,4363408,NULL,NULL
4685582,NFL,22,ARI,Cardinals,DT,Damonic,Williams,NULL,"6' 1""",305.0,96,Oklahoma,USA,"Torrance, CA",2025,4685582,NULL,NULL
4568506,NFL,22,ARI,Cardinals,CB,Garrett,Williams,2001-06-01,"5' 10""",192.0,21,Syracuse,USA,"Harrisburg, NC",2021,4568506,NULL,NULL
4032481,NFL,22,ARI,Cardinals,DE,Jonah,Williams,1995-08-17,"6' 5""",280.0,92,Weber State,USA,"Meridian, ID",2020,4032481,NULL,NULL
5099542,NFL,22,ARI,Cardinals,S,Wydett,Williams Jr.,NULL,"6' 2""",205.0,31,Arkansas,USA,"Lake Providence, LA",2025,5099542,NULL,NULL
4040983,NFL,22,ARI,Cardinals,LB,Mack,Wilson Sr.,1998-02-14,"6' 1""",240.0,1,Alabama,USA,"Montgomery, AL",2019,4040983,NULL,NULL
3918331,NFL,22,ARI,Cardinals,S,Andrew,Wingard,1996-12-05,"6' 0""",205.0,27,Wyoming,USA,"Arvada, CO",2019,3918331,NULL,NULL
4045180,NFL,22,ARI,Cardinals,P,Blake,Gillikin,1998-01-21,"6' 2""",196.0,12,Penn State,USA,"Smyrna, GA",2020,4045180,NULL,NULL
17304,NFL,22,ARI,Cardinals,LS,Casey,Kreiter,1990-08-13,"6' 1""",250.0,59,Iowa,USA,"Dewitt, IA",2016,17304,NULL,NULL
4363538,NFL,22,ARI,Cardinals,PK,Chad,Ryland,1999-10-15,"6' 0""",195.0,38,Maryland,USA,"Lebanon, PA",2021,4363538,NULL,NULL
4869816,NFL,1,ATL,Falcons,WR,Vinny,Anthony II,NULL,"6' 0""",190.0,86,Wisconsin,USA,"Louisville, KY",2025,4869816,NULL,NULL
4568510,NFL,1,ATL,Falcons,G,Matthew,Bergeron,2000-02-26,"6' 5""",315.0,65,Syracuse,Canada,"Victoriaville, PQ",2021,4568510,NULL,NULL
4369886,NFL,1,ATL,Falcons,WR,Chris,Blair,1997-10-06,"6' 2""",215.0,19,Alcorn State,USA,"Louisville, MS",2023,4369886,NULL,NULL
4870612,NFL,1,ATL,Falcons,WR,Zachariah,Branch,2004-03-29,"5' 10""",180.0,17,Georgia,USA,"Las Vegas, NV",2025,4870612,NULL,NULL
4567783,NFL,1,ATL,Falcons,C,James,Brockermeyer,NULL,"6' 3""",295.0,66,Miami,USA,"Fort Worth, TX",2025,4567783,NULL,NULL
4596010,NFL,1,ATL,Falcons,WR,Le'Meke,Brockington,NULL,"6' 0""",195.0,88,Minnesota,USA,"Moultrie, GA",2025,4596010,NULL,NULL
4605841,NFL,1,ATL,Falcons,RB,Nathan,Carter,2002-05-22,"5' 10""",202.0,38,Michigan State,USA,"Rochester, NY",2023,4605841,NULL,NULL
4685332,NFL,1,ATL,Falcons,G,Kam,Dewberry,NULL,"6' 4""",332.0,61,Alabama,USA,"Humble, TX",2025,4685332,NULL,NULL
4361409,NFL,1,ATL,Falcons,WR,Jahan,Dotson,2000-03-22,"5' 11""",184.0,4,Penn State,USA,"Nazareth, PA",2020,4361409,NULL,NULL
4363551,NFL,1,ATL,Falcons,WR,Dylan,Drummond,2000-01-17,"6' 0""",190.0,80,Eastern Michigan,USA,"Cleveland, OH",2023,4363551,NULL,NULL
4429676,NFL,1,ATL,Falcons,RB,Tyler,Goodson,2000-11-10,"5' 9""",197.0,25,Iowa,USA,"Suwanee, GA",2021,4429676,NULL,NULL
4682831,NFL,1,ATL,Falcons,G,Kyle,Hinton,1998-02-27,"6' 2""",315.0,68,Washburn,USA,"Peoria, AZ",2020,4682831,NULL,NULL
3043275,NFL,1,ATL,Falcons,TE,Austin,Hooper,1994-11-04,"6' 4""",254.0,81,Stanford,USA,"San Ramon, CA",2016,3043275,NULL,NULL
5209093,NFL,1,ATL,Falcons,OT,Michael,Jerrell,1999-08-18,"6' 5""",309.0,72,Findlay,USA,"Indianapolis, IN",2022,5209093,NULL,NULL
4881826,NFL,1,ATL,Falcons,RB,Cash,Jones,NULL,"5' 11""",195.0,32,Georgia,USA,"Brock, TX",2025,4881826,NULL,NULL
2973637,NFL,1,ATL,Falcons,G,Corey,Levin,1994-08-12,"6' 4""",307.0,62,Chattanooga,USA,"Dacula, GA",2017,2973637,NULL,NULL
3672833,NFL,1,ATL,Falcons,G,Chris,Lindstrom,1997-02-28,"6' 4""",310.0,63,Boston College,USA,"Dudley, MA",2019,3672833,NULL,NULL
4426502,NFL,1,ATL,Falcons,WR,Drake,London,2001-07-24,"6' 4""",215.0,5,USC,USA,"Moorpark, CA",2020,4426502,NULL,NULL
4431448,NFL,1,ATL,Falcons,OT,Riley,Mahlman,NULL,"6' 8""",320.0,76,Wisconsin,USA,"Lakeville, MN",2025,4431448,NULL,NULL
4604004,NFL,1,ATL,Falcons,WR,Keelan,Marion,NULL,"6' 0""",195.0,85,Miami,USA,"Atlanta, GA",2025,4604004,NULL,NULL
16713,NFL,1,ATL,Falcons,OT,Jake,Matthews,1992-02-11,"6' 5""",310.0,70,Texas A&M,USA,"Missouri City, TX",2014,16713,NULL,NULL
4570577,NFL,1,ATL,Falcons,OT,Wanya,Morris,2000-10-10,"6' 6""",307.0,79,Oklahoma,USA,"Grayson, GA",2021,4570577,NULL,NULL
4693369,NFL,1,ATL,Falcons,OT,Jack,Nelson,2002-01-15,"6' 7""",314.0,69,Wisconsin,USA,"Stoughton, WI",2023,4693369,NULL,NULL
4036444,NFL,1,ATL,Falcons,C,Ryan,Neuzil,1997-07-31,"6' 3""",305.0,64,App State,USA,"Bradenton, FL",2020,4036444,NULL,NULL
4683194,NFL,1,ATL,Falcons,OT,Ethan,Onianwa,NULL,"6' 7""",331.0,75,Ohio State,USA,"Katy, TX",2025,4683194,NULL,NULL
4360423,NFL,1,ATL,Falcons,QB,Michael,Penix Jr.,2000-05-08,"6' 3""",220.0,9,Washington,USA,"Tampa, FL",2022,4360423,NULL,NULL
4360248,NFL,1,ATL,Falcons,TE,Kyle,Pitts Sr.,2000-10-06,"6' 6""",250.0,8,Florida,USA,"Philadelphia, PA",2020,4360248,NULL,NULL
4430807,NFL,1,ATL,Falcons,RB,Bijan,Robinson,2002-01-30,"5' 11""",215.0,7,Texas,USA,"Tucson, AZ",2021,4430807,NULL,NULL
4428368,NFL,1,ATL,Falcons,G,Layden,Robinson,2001-05-03,"6' 3""",311.0,73,Texas A&M,USA,"Manvel, TX",2022,4428368,NULL,NULL
4241474,NFL,1,ATL,Falcons,RB,Brian,Robinson Jr.,1999-03-22,"6' 1""",225.0,15,Alabama,USA,"Tuscaloosa, AL",2020,4241474,NULL,NULL
2511109,NFL,1,ATL,Falcons,QB,Trevor,Siemian,1991-12-26,"6' 3""",220.0,13,Northwestern,USA,"Windermere, FL",2015,2511109,NULL,NULL
4430482,NFL,1,ATL,Falcons,TE,Joshua,Simon,2000-11-27,"6' 4""",240.0,47,South Carolina,USA,"Dalzell, SC",2024,4430482,NULL,NULL
5344782,NFL,1,ATL,Falcons,QB,Jack,Strand,NULL,"6' 5""",240.0,18,Minnesota State Moorhead,USA,"Bloomer, WI",2025,5344782,NULL,NULL
4258207,NFL,1,ATL,Falcons,G,Andrew,Stueber,1999-07-01,"6' 7""",320.0,74,Michigan,USA,"Darien, CT",2023,4258207,NULL,NULL
4241479,NFL,1,ATL,Falcons,QB,Tua,Tagovailoa,1998-03-02,"6' 1""",225.0,1,Alabama,USA,"Ewa Beach, HI",2020,4241479,NULL,NULL
4034961,NFL,1,ATL,Falcons,OT,Jawaan,Taylor,1997-11-25,"6' 5""",312.0,71,Florida,USA,"Cocoa, FL",2019,4034961,NULL,NULL
4832827,NFL,1,ATL,Falcons,TE,Jack,Velling,NULL,"6' 5""",245.0,84,Michigan State,USA,"Seattle, WA",2025,4832827,NULL,NULL
4040778,NFL,1,ATL,Falcons,OT,Brandon,Walton,1998-03-18,"6' 5""",300.0,67,Florida Atlantic,USA,"Largo, FL",2020,4040778,NULL,NULL
4696062,NFL,1,ATL,Falcons,WR,Juice,Wells Jr.,2001-04-02,"6' 1""",207.0,NULL,Ole Miss,USA,"Richmond, VA",2025,4696062,NULL,NULL
4035020,NFL,1,ATL,Falcons,TE,Charlie,Woerner,1997-10-16,"6' 5""",250.0,89,Georgia,USA,"Tiger, GA",2020,4035020,NULL,NULL
3917914,NFL,1,ATL,Falcons,WR,Olamide,Zaccheaus,1997-07-23,"5' 8""",194.0,14,Virginia,USA,"Plainfield, NJ",2019,3917914,NULL,NULL
4696117,NFL,1,ATL,Falcons,DT,Carlos,Allen Jr.,NULL,"6' 1""",295.0,79,Houston,USA,"Atlanta, GA",2025,4696117,NULL,NULL
4247807,NFL,1,ATL,Falcons,LB,Troy,Andersen,1999-04-23,"6' 4""",245.0,44,Montana State,USA,"Dillon, MT",2020,4247807,NULL,NULL
4361508,NFL,1,ATL,Falcons,DE,Keshawn,Banks,1999-12-21,"6' 3""",251.0,NULL,San Diego State,USA,"Rio Rancho, NM",2023,4361508,NULL,NULL
3919512,NFL,1,ATL,Falcons,S,Jessie,Bates III,1997-02-26,"6' 1""",210.0,3,Wake Forest,USA,"Fort Wayne, IN",2018,3919512,NULL,NULL
4428872,NFL,1,ATL,Falcons,LB,JD,Bertrand,2000-05-05,"6' 1""",230.0,40,Notre Dame,USA,"Alpharetta, GA",2022,4428872,NULL,NULL
4038557,NFL,1,ATL,Falcons,DT,Ross,Blacklock,1998-07-09,"6' 4""",305.0,95,TCU,USA,"Missouri City, TX",2020,4038557,NULL,NULL
4431194,NFL,1,ATL,Falcons,CB,Billy,Bowman Jr.,2003-01-29,"5' 10""",194.0,33,Oklahoma,USA,"Denton, TX",2023,4431194,NULL,NULL
4689989,NFL,1,ATL,Falcons,CB,Natrone,Brooks,1999-12-17,"5' 11""",175.0,35,Southern Miss,USA,"Starkville, MS",2022,4689989,NULL,NULL
4360386,NFL,1,ATL,Falcons,S,Sydney,Brown,2000-03-21,"5' 10""",211.0,29,Illinois,Canada,"London, ON",2021,4360386,NULL,NULL
4429324,NFL,1,ATL,Falcons,CB,Cobee,Bryant,2001-09-17,"6' 0""",180.0,37,Kansas,USA,"Evergreen, AL",2023,4429324,NULL,NULL
4595343,NFL,1,ATL,Falcons,LB,Kendal,Daniels,NULL,"6' 5""",242.0,53,Oklahoma,USA,"Beggs, OK",2025,4595343,NULL,NULL
4037626,NFL,1,ATL,Falcons,LB,Divine,Deablo,1998-08-17,"6' 3""",223.0,0,Virginia Tech,USA,"Winston-Salem, NC",2019,4037626,NULL,NULL
5225251,NFL,1,ATL,Falcons,CB,Malcolm,DeWalt IV,NULL,"6' 2""",190.0,36,Akron,USA,"Bremerton, WA",2025,5225251,NULL,NULL
4427090,NFL,1,ATL,Falcons,DT,Brandon,Dorlus,2001-03-22,"6' 3""",295.0,54,Oregon,USA,"Fort Lauderdale, FL",2022,4427090,NULL,NULL
3045527,NFL,1,ATL,Falcons,DE,Samson,Ebukam,1995-05-09,"6' 3""",245.0,52,Eastern Washington,USA,"Portland, OR",2017,3045527,NULL,NULL
3050916,NFL,1,ATL,Falcons,CB,Mike,Ford Jr.,1995-08-04,"6' 0""",199.0,28,Southeast Missouri State,USA,"Alton, IL",2018,3050916,NULL,NULL
4261606,NFL,1,ATL,Falcons,CB,Darren,Hall,2000-05-02,"6' 0""",190.0,41,San Diego State,USA,"Pasadena, CA",2020,4261606,NULL,NULL
3126352,NFL,1,ATL,Falcons,DT,Da'Shawn,Hand,1995-11-14,"6' 3""",302.0,90,Alabama,USA,"Woodbridge, VA",2018,3126352,NULL,NULL
4567099,NFL,1,ATL,Falcons,LB,Christian,Harris,2001-01-16,"6' 2""",232.0,45,Alabama,USA,"Baton Rouge, LA",2020,4567099,NULL,NULL
4426412,NFL,1,ATL,Falcons,DE,Zach,Harrison,2001-08-14,"6' 5""",270.0,96,Ohio State,USA,"Lewis Center, OH",2021,4426412,NULL,NULL
4567111,NFL,1,ATL,Falcons,S,DeMarcco,Hellams,2000-06-05,"6' 1""",203.0,23,Alabama,USA,"Washington, DC",2021,4567111,NULL,NULL
4240596,NFL,1,ATL,Falcons,CB,C.J.,Henderson,1998-09-30,"6' 1""",205.0,39,Florida,USA,"Miami, FL",2020,4240596,NULL,NULL
4242973,NFL,1,ATL,Falcons,CB,Darnay,Holmes,1998-06-23,"5' 9""",198.0,30,UCLA,USA,"Pasadena, CA",2020,4242973,NULL,NULL
3895841,NFL,1,ATL,Falcons,CB,Mike,Hughes,1997-02-11,"5' 10""",190.0,21,UCF,USA,"New Bern, NC",2018,3895841,NULL,NULL
4376288,NFL,1,ATL,Falcons,DE,LaCale,London,1997-08-05,"6' 3""",297.0,94,Western Illinois,USA,"Peoria, IL",2020,4376288,NULL,NULL
4243457,NFL,1,ATL,Falcons,LB,DeAngelo,Malone,1999-07-12,"6' 3""",235.0,50,Western Kentucky,USA,"Atlanta, GA",2020,4243457,NULL,NULL
4247287,NFL,1,ATL,Falcons,DT,Devonnsha,Maxwell,1999-05-05,"6' 2""",297.0,NULL,Chattanooga,USA,"Valdosta, GA",2022,4247287,NULL,NULL
4379409,NFL,1,ATL,Falcons,LB,Azeez,Ojulari,2000-06-16,"6' 3""",240.0,51,Georgia,USA,"Marietta, GA",2019,4379409,NULL,NULL
5081394,NFL,1,ATL,Falcons,LB,James,Pearce Jr.,2003-10-12,"6' 5""",243.0,27,Tennessee,USA,"Charlotte, NC",2023,5081394,NULL,NULL
4685502,NFL,1,ATL,Falcons,LB,Harold,Perkins Jr.,NULL,"6' 0""",223.0,56,LSU,USA,"New Orleans, LA",2025,4685502,NULL,NULL
